LOCATION,Year,hexp_current_USD,Total_HCF,Domestic_HCF,OECD_HCF,Non_OECD_HCF,Investment_HCF,Public_HCF,Private_HCF,Investment,Hospitals,Ambulatory,Ancillary,Administration,Preventive,Long-term,Other_roe,Other_row,Medical retailers,National_CF,population,hexp_constant_2010_USD,gdp_const,gdp_const_ppp,CO2_power_industry,CO2_transport,CO2_other_ind_combustion,CO2_non_combustion,CO2_buildings,Total_CO2_wo_non_combustion,Total_CO2_all,TFC_Mtoe
ISR,2008,15601968524.770111,3462.508155565651,2123.4490056617888,679.1099211552144,659.9492287486472,100.6753669031453,2089.7944016661218,1272.0383869963844,100.6753669031453,1214.3047702987078,1768.034224837465,NA,119.25197279983756,21.11996906937879,43.61055560048718,NA,NA,195.51129605662965,78522.15236575481,7308800,16429.837087404485,218986306632.78952,212555024843.90207,41288.3,11564.2,3850.97,3431.918,7766.57,64470.04,67901.958,13.86
ISR,2009,15382239108.001093,3604.14457630198,2317.01919800009,700.8142035033535,586.3111747985324,133.21287115520295,2155.9241387883776,1315.0075663583993,133.21287115520295,1222.9820512103818,1817.5488968940235,NA,150.53273563562237,22.98567698565003,42.310449803872764,NA,NA,214.57189461722663,76909.68758103381,7485600,15608.181309001595,222011837015.24472,215491700179.8952,38832.3,11283.7,4238.66,3241.718,9489.97,63844.630000000005,67086.348,13.92
ISR,2010,17111188982.427017,3642.324302531336,2379.7798421254347,629.6001098588463,632.9443505470578,119.79971602302186,2247.2551047337015,1275.2694817746126,119.79971602302186,1256.6256194904895,1844.1091276767493,NA,151.81313352082162,19.311543333863604,43.95238497647887,NA,NA,206.7127775099114,79810.48464103296,7623600,17111.18898242702,233609522091.46832,226748779571.8143,40894.3,12030,4529.68,3606.508,9343.62,66797.6,70404.10800000001,14.83
ISR,2011,18887848490.71428,3646.9693160045867,2314.689514663098,640.5456225706052,691.734178770884,108.06017091320763,2234.7104105539465,1304.1987345374325,108.06017091320763,1252.8576192227338,1863.9971729102754,NA,132.27120391017502,16.958153577481998,42.09928919870134,NA,NA,230.72570627201142,81100.41400976204,7765800,18545.10376310587,244490659320.67398,237310354994.7107,41808,12613.7,2873.53,3695.588,8818.45,66113.68,69809.268,14.08
ISR,2012,18724613341.961826,3563.5639424846795,2244.082286862807,626.7578656800295,692.7237899418449,85.71552912270472,2206.7214669830732,1271.126946378902,85.71552912270472,1246.9038879158254,1840.5293632514522,NA,132.45976142384973,14.716359930797813,40.162373590404734,NA,NA,203.07666724964528,82610.29334247121,7910500,17719.6899126944,249239909173.57584,241920126884.0837,41808,13008,3329.16,3943.515,8818.45,66963.61,70907.125,13.92
ISR,2013,21280821392.32022,3494.740965367822,2130.75478040821,642.4482728681204,721.5379120914934,88.51627019125748,2175.8244944396884,1230.4002007368758,88.51627019125748,1220.2910152906934,1802.238996689261,NA,130.9069984814134,12.87475474933342,39.62160440463876,NA,NA,200.29132556122428,79499.6541630832,8059500,19716.885755150266,259486548676.1166,251865838775.92923,38355.65,11933.85,3054.25,3831.533,8090.255,61434.005,65265.538,13.16
ITA,2012,194888984434.70676,25599.705779075044,13177.671230672939,4890.978132008061,7531.056416394054,2121.8951698957762,15533.020345340427,7944.7902638388405,2121.8951698957762,7061.822531808517,3231.322625424778,692.1930227112052,307.7315969382643,468.76562944222536,875.6963320344314,NA,45.75465544752509,10794.524215372321,501019.7523455122,59539717,189453.91326089523,2077060704620.2905,2097442812673.4907,131257,102281.7,59860.8,21718.89,77848.5,371248,392966.89,125.41
ITA,2013,200293844512.91092,24616.564728076908,12172.689427978034,4876.468641050799,7567.406659048079,2030.2684536630586,14819.19031457282,7767.105959841029,2030.2684536630586,6606.25539065665,3092.0657034102287,673.4527325873207,282.75566855594474,448.80133705558603,852.9732674095553,NA,30.00975629806581,10599.982418440497,471590.43175716733,60233948,192376.55712222066,2041165755679.072,2061195628130.175,120823.2,94151.14,55102.37,18178.38,71660.2,341736.91000000003,359915.29000000004,121.01
ITA,2014,203931597748.0713,23076.248709225787,10993.305197824388,4482.463647956604,7600.479863444787,1938.1264037006817,13716.741958155384,7421.380347369721,1938.1264037006817,6042.620254240626,2925.690741235415,602.4066563652453,252.2636604433161,416.2362098292914,793.1928990963056,NA,37.927815712355894,10067.784068602548,454104.9974157829,60789140,194010.13505123628,2043486014884.015,2063538655939.676,114478.4,89206.97,52208.78,18226.57,67897.11,323791.26,342017.82999999996,116.57
JPN,2e3,356359316554.5521,98881.29120415416,70815.80255841104,11014.23168273239,17051.256963010692,2142.7000748443743,77146.37954758709,19592.211581722695,2142.7000748443743,46672.2325175212,27262.99258307757,620.1390899802195,1972.7138259197127,2698.7480509043253,2176.707050960503,8.700193107574652,NA,15326.357817838667,1816377.2140252779,126843e3,317674.0960525414,5348935478913.588,4296408111808.0166,431909,257882,287001,97648.5,185837,1162629,1260277.5,328.23
JPN,2001,322100577534.7686,90035.07529986103,66668.67227814264,8114.935926590846,15251.467095127546,1914.4634619995343,71199.45840336433,16921.15343449715,1914.4634619995343,42502.803119063625,24915.002759453404,606.9743154579263,1686.2632654970464,2152.121916689192,1996.2158173132837,8.026399487515496,NA,14253.204244899498,1608005.9380999366,127149e3,290340.9948604513,5370670124203.297,4313865960514.1934,424742,259830.1,276045,95690.05,189205,1149822.1,1245512.15,324.34
JPN,2002,313044404274.43146,92240.44092635658,69645.62531287002,7392.837325438672,15201.978288047929,1833.9303267146474,72858.89216377075,17547.618435871165,1833.9303267146474,43264.473600505844,24926.27459373374,696.6268171656519,1726.4836112273233,2189.8167264454814,2256.5741934732423,8.398224194281395,NA,15337.862832896364,1607581.4670964514,127445e3,286353.9378782088,5377007127014.0205,4318956010747.156,455547,254458.4,278830,97802.77,197050,1185885.4,1283688.17,329.59
JPN,2003,343923757769.7695,97212.86710914725,72353.43244409405,8091.1552279951,16768.279437058016,2118.60501762377,75885.62909206375,19208.632999459718,2118.60501762377,45052.88355023528,25893.967118833396,718.821967373367,1750.5958440102236,2184.7359427930955,2488.5137158655402,9.140424949498671,NA,16995.60352746307,1628090.3419200713,127718e3,319771.19627871335,5459179633296.3545,4384959166693.0044,474801,251968.4,273681,94818.04,192422,1192872.4,1287690.44,325.84
JPN,2004,374177219623.64496,97438.55001540312,70768.05166514519,8492.557725964687,18177.940624293224,1810.421784890801,77082.35829792601,18545.769932586307,1810.421784890801,44685.55872312297,26042.768211135575,716.6120409928805,1841.9601804020838,2160.2917515412455,2966.207915229766,9.002426159532247,NA,17205.726981928263,1634357.5707246414,127761e3,351772.29018747795,5579537505145.682,4481633830085.734,470937,251942.9,275565,96091.63,191634,1190078.9,1286170.53,329.67
JPN,2005,374078368964.0613,98607.8022252348,69823.84879443455,8465.573482793412,20318.37994800687,1773.1532656085574,79051.2263206861,17783.422638940156,1773.1532656085574,44455.561010951686,26354.607113930717,691.8861224424808,2100.9976200785795,2168.0547003445586,3478.433776734675,9.273484837812587,NA,17575.83513030574,1587245.5359389018,127773e3,355366.33768916177,5672306823990.121,4556148629447.477,481746,246533.7,277842,96596.7,191373,1197494.7,1294091.4,329.17
JPN,2006,357028278208.1709,96599.00543227975,67532.43307471955,8366.328489151154,20700.243868409016,1201.4490744934549,77580.26996487084,17817.286392915456,1201.4490744934549,44394.93786522695,26127.538955276104,686.9801573870714,1724.9762085249429,2123.863689058423,3033.284624395788,8.91818793847979,NA,17297.05666997854,1595037.1747907544,127854e3,342191.89504134457,5752853952769.924,4620846238688.909,473681,242893.7,282169,107986.5,185730,1184473.7,1292460.2,329.48
JPN,2007,359214789804.0049,96958.8324818114,70117.88095089394,7636.109148156241,19204.842382761184,1173.3521896776656,79008.06675924103,16777.41353289271,1173.3521896776656,44690.11865929242,26286.731581553453,693.4428056727617,1694.3335271913697,2146.313397225768,2990.646212157985,8.762104954342075,NA,17275.132004085644,1535651.0645764924,128001e3,346817.8449007288,5848016735563.816,4697283532342.889,527704,236835.5,281543,91666.45,177719,1223801.5,1315467.95,326.07
JPN,2008,416787940195.62994,95555.92226503252,66780.45824419819,8862.902551752764,19912.561469081487,2167.5770311823735,76021.3862973705,17366.95893647965,2167.5770311823735,42486.24522224802,25581.962500944013,661.6556856501066,1379.96602137212,2529.5524893003894,3213.8320133270663,8.781808106769954,NA,17526.349492901663,1500516.353861385,128063e3,406390.59133570036,5784066298240.911,4645916829799.748,488432,227149.3,256242,89625.66,168199,1140022.3,1229647.96,303.18
JPN,2009,478800635626.79645,98298.83777789299,70573.037659821,9570.533274847181,18155.266843224803,2387.2774324706784,78346.76590349613,17564.79444192618,2387.2774324706784,43798.90685222813,25690.010530498945,709.471427622068,1345.3436188624173,2763.250321651557,3503.839621281295,8.84081400596277,NA,18091.89715927193,1404880.1723774988,128047e3,469724.10044865677,5470777391091.066,4394274796104.5786,448810,221799.8,247121,83069.98,161607,1079337.8,1162407.78,299.38
JPN,2010,526209947787.07874,101703.83005576105,74140.75713822317,8173.894176389669,19389.178741148175,2011.9353288863836,82017.21303491248,17674.68169196219,2011.9353288863836,46114.633476945564,26187.481766005985,734.8764487096923,1278.8251919981715,2811.57727484368,3647.7205652771463,8.903962567648387,NA,18907.876040526775,1446042.0476007678,12807e4,526209.9477870788,5700098114744.41,4578471337863.953,479414,223624.9,261222,95237.93,163627,1127887.9,1223125.83,308.88
JPN,2011,662476478174.3115,122567.91604601228,88495.1390083008,9681.656642490401,24391.120395220965,3668.5755871862643,99926.8710329492,18972.469425876818,3668.5755871862643,49458.482809708716,33249.211272935565,747.9477127585665,1656.7983614054024,2984.1968359927614,9273.63534270728,9.313858992083775,NA,21519.75426432565,1510276.0922344269,127833e3,673757.0989621351,5693518985135.26,4573186804907.289,535434,220075.6,261424,80723.69,161816,1178749.6,1259473.29,302.17
JPN,2012,678030589620.901,125553.06824660883,90828.3541333376,9946.685598426448,24778.028514844886,3796.109171168435,102577.05720664696,19179.901868793426,3796.109171168435,50526.228175760974,34048.89242018363,751.4319940339426,1617.5745949896755,3019.388891152271,9927.743334759167,9.344398445059063,NA,21856.35526611568,1541559.8736105715,127629e3,694867.4431627636,5778642194555.415,4641560044572.944,582366,216030.7,259268,80846.17,161816,1219480.7,1300326.8699999999,301.43
JPN,2013,563245419296.3575,123023.96914400705,90611.60158263291,9238.95821597799,23173.40934539611,3829.2766753763103,100850.12327488195,18344.56919374879,3829.2766753763103,49009.32726592323,33367.31290441734,732.1418458754476,1510.6290816791452,2885.2989665841656,10086.127847738346,8.986846800093371,NA,21594.867709612965,1490653.865214752,127445e3,579162.8233811102,5894230516025.456,4734403677469.975,592377.1,219744.4,263724.9,84177.86,164597.7,1240444.0999999999,1324621.96,302.78
JPN,2014,533804281659.8566,114850.12379902655,81497.82848683256,8567.904602363813,24784.390709830193,3475.6881403920706,93955.55620662155,17418.879452012938,3475.6881403920706,45306.770532941555,31019.614679870723,653.9148858259418,1152.5687837892917,3000.4836903406103,9412.636060807818,25.29837867719951,NA,20803.148646381345,1504853.768914183,127276e3,539451.1102297622,5916317345749.239,4752144410137.899,572643.9,212424.3,254939.8,84355.09,159114.6,1199122.6,1283477.6900000002,294.49
KOR,2001,25203922579.956066,17797.704415013806,13338.19497842297,1639.2361370580636,2820.2732995327738,806.5682236767148,9473.337044151529,7517.799147185562,806.5682236767148,5281.8677918676485,5340.23511643618,41.968056693208084,1.7659065581146551,169.55376721101447,42.050243558828036,137.28552566193733,35.726267023782604,5940.683516326377,523028.0394307859,47370164,31423.719654277586,742166287073.0867,1019892106470.1697,180154,80984.7,113053,46610.27,71648.8,445840.5,492450.77,129.5
KOR,2002,27991978572.338104,16676.017197481637,12530.081417551075,1432.3308800228149,2713.6048999077443,784.5830781283114,8238.545040773608,7652.889078579716,784.5830781283114,5443.22774365101,5182.17296162554,44.17862234217449,-1031.3670333074708,174.4586344527972,35.897235190116255,129.3732648876094,38.8678675779039,5874.624822933644,564216.0150047379,47644736,33863.421420987004,797327303663.0417,1095694910214.9119,169980,86382.1,107211,52836.37,72299.4,435872.5,488708.87,135.39
KOR,2003,33968157106.346794,24806.444474037766,16395.942134466222,3080.7142998895088,5329.788039682039,1064.2957904245256,14274.507594686678,9467.641088926564,1064.2957904245256,6480.338955163609,6016.2751666946715,92.70439787727274,3396.1846879375894,196.01583995299333,61.43612464256531,162.99714353278492,46.58286072471327,7289.613507087042,490201.68928507814,47892330,39743.80377645078,820714650870.4987,1127834029471.0974,174946,88300.6,103907,55037.91,70603.3,437756.89999999997,492794.81,137.72
KOR,2004,38307812755.45394,23491.59575817067,15599.96227412128,2791.375292549471,5100.25819149993,1035.7022560490323,13070.869087678197,9385.024414443445,1035.7022560490323,6591.174810596973,5979.511887939769,101.69139106745854,2144.354042973882,186.81256778734345,81.90837123450066,163.41732835036376,49.67117924745029,7157.351922923899,521051.7993360888,48082519,43522.57743441728,860928359316.6796,1183096097461.1433,201926,88947.4,102742,53147.43,66101.5,459716.9,512864.33,138.46
KOR,2005,47941705004.11992,27094.4327290032,17495.037392267895,3390.0840648279714,6209.311271907337,1191.6673850283541,15117.553188920983,10785.212155053865,1191.6673850283541,7802.841273871669,6278.044648905678,119.23438481776384,2470.4558088645117,232.15091298288357,101.91460540136234,209.89114669607227,57.85506494396268,8630.377497490945,529478.1831857293,48184561,53911.77289420377,894708410715.3514,1229516971566.7722,206766,86064.8,95823.6,55393.44,68920.5,457574.9,512968.34,140.45
KOR,2006,58384617227.968094,27985.001061316987,17642.67667614085,3519.3108284528807,6823.013556723253,1062.7059805868548,15678.811888655428,11243.483192074704,1062.7059805868548,7791.822634607572,6145.840906120868,127.47695397768948,1859.7636327921666,217.05954651724116,117.22581042051272,211.36060398084348,64.24917784577892,10387.49581446746,567025.8715508523,48438292,65747.05754293053,941019894278.9352,1293158661236.746,215057,85964.08,100623,58467.94,62992.5,464636.58,523104.52,142.11
KOR,2007,66751277473.580956,27883.08600181575,15993.325761007283,4101.454855376843,7788.3053854316395,979.6374472648702,15397.731975423367,11505.716579127517,979.6374472648702,8204.98516653639,6088.76243203854,129.9292237045043,1262.369794389086,264.7770172708526,135.5403882447638,173.3244522950869,67.54429602340284,10576.215784048256,587399.7262936084,48683638,73408.98981870302,992431541242.2008,1363809044893.0195,223073,88636.17,104503,52779.72,61170.1,477382.26999999996,530161.99,147.1
KOR,2008,61359262840.39019,27434.316258005296,15643.475983659206,4140.182319625037,7650.657954721057,1124.389957035529,15019.296806371012,11290.629494598756,1124.389957035529,8110.115956287987,5923.75023243925,97.83675958309347,1386.3494915291355,280.5680454096994,192.82240512506803,191.09587671725126,58.78090386756753,10068.606630010716,587689.4425228344,49054708,65541.34392108239,1020509644387.2771,1402394246432.2246,234816,84168.95,110793,51945.88,59033.2,488811.15,540757.03,146.9
KOR,2009,60281370240.97059,28706.296058568892,17688.510728893827,3866.1250658313556,7151.660263843707,1243.7003735723292,15982.834823981684,11479.76086101488,1243.7003735723292,8529.152570163067,6415.056736433313,166.08639138065467,1530.6616116645837,302.47532622272087,304.99922999073226,186.5142246102274,49.978534731826,9977.671059799439,569518.7885948535,49307835,62187.13221957511,1027729851625.4766,1412316325213.7324,256529,85065.97,101390,47599.19,59073.2,502058.17,549657.36,147.84
KOR,2010,74753195868.73749,31764.780319316826,18804.125295420763,4375.536282944838,8585.118740951219,1373.5703808981675,17723.309351482923,12667.900586935735,1373.5703808981675,9623.594882167554,7098.345315473078,194.21260718059472,1766.4698069681324,298.35837001099566,421.98848424313826,202.63482185335755,53.720841710515465,10731.884808811292,615250.6185034679,49554112,74753.19586873749,1094499338702.7156,1504071601637.9658,280367,86611.87,115211,48350.66,62964.9,545154.77,593505.43,157.69
KOR,2011,82872885119.14322,31671.85220008927,18190.46573127099,4407.073926881177,9074.312541937114,1370.6199494671753,17483.29799118202,12817.934259440075,1370.6199494671753,9766.229293039383,7112.501689031074,176.47148909661533,1589.0199637111032,296.4791460541515,443.5693329878105,208.5832354377779,44.12696499310703,10664.251136271072,621064.5378207829,49936638,81580.16259815138,1134795395744.6882,1559446833866.6597,291920,85117.46,119896,52080.43,61860.9,558794.36,610874.79,161.53
KOR,2012,86299329709.22426,31018.751154211088,17835.63861662341,4306.08803136375,8877.024506223952,1380.8268924666324,16859.700938590442,12778.22332315401,1380.8268924666324,9753.696522613685,6961.544219481342,194.47898938428722,1494.7907098792057,307.25804553770456,468.83443233803837,204.35500851921338,69.47946954945368,10183.486864441522,624549.0398826201,50199853,84075.82594733509,1160809420956.1606,1595195559499.7388,291920,86892.16,112797,52819.94,61860.9,553470.06,606290.0000000001,165.72
KOR,2013,94614982789.13098,31788.837432589928,18301.19653798752,4452.639085550165,9035.001809052248,1439.5018741673698,17183.057693260344,13166.277865162214,1439.5018741673698,10335.22180018085,7147.2686937206345,210.17095356039397,1464.0160610018165,343.85806652267996,515.1982322254669,204.27901229035297,52.18674004242277,10077.13599887794,629365.7982860486,50428893,91397.3014914833,1194428840692.6624,1641395692018.004,290357.1,86426.94,112193.1,52015.67,61529.7,550506.84,602522.51,167.84
KOR,2014,105630559579.37587,33139.6889873174,18821.24746895947,4484.980983116327,9833.460535241598,1357.4280428964366,18002.089453269247,13780.171491151714,1357.4280428964366,10520.307528192634,7376.502198785143,209.768868055951,1631.66125851483,357.9463973321854,556.176721529132,202.62063107338304,64.17164359650792,10863.105697341194,624494.1525245684,50746659,101429.23976827682,1234340056450.3086,1696242071623.0137,288139.5,85766.87,111336.2,52106.35,61059.77,546302.34,598408.6900000001,170.29
LUX,2e3,1519217031.8670876,783.9517785486662,239.2375972730689,384.00618080161473,160.70800047398276,177.73972281447263,498.9668461425671,107.24520959162643,177.73972281447263,141.68173778839008,106.20460970268012,15.676683554908148,8.78094131446081,0.6888234592431826,73.10572450808866,6.979073695728657,157.45380623275793,95.64065547793595,17039.64919205782,436300,2026.7134955765355,40777874110.486755,35641266895.964966,230.503,4852.152,1248.89,644.7554,1726.85,8058.395,8703.1504,3.25
LUX,2001,1496158977.7720778,694.8788008194235,234.10030317685883,329.9222246387202,130.8562730038444,87.37095999055934,504.7606403909368,102.74720043792732,87.37095999055934,140.0888063850349,108.53978051732767,15.180474425173127,6.347355515094516,0.8305835724973853,73.76138700397527,8.770139070777248,160.74747007453018,93.24184426445385,14875.70257912234,441525,1986.8708134232113,41810359657.136024,36543694836.0446,412.416,5092.948,1402.18,589.1553,1782.59,8690.134,9279.2893,3.4
LUX,2002,1873812164.8320844,852.1819694313931,302.8347013909802,381.5390624665508,167.80820557386238,176.72069369399867,561.0843432070883,114.37693253030614,176.72069369399867,157.99849711781124,118.79757075178863,17.001691282757804,8.117407013045353,1.0836554035292703,77.50876059407977,15.466957633777433,175.25767132272063,104.2290646178843,15612.063265026944,446175,2447.2533644531036,43407293716.257095,37939470223.01489,1150.67,5302.362,1205.89,602.9971,1707.52,9366.442000000001,9969.439100000001,3.39
LUX,2003,2238629761.022305,836.3346011092252,286.66535468596084,380.8354673972284,168.83377902603547,94.35226223288606,615.818108408939,126.16423046740023,94.35226223288606,171.02450453104532,132.422475846529,18.88433692805181,8.591386226423754,1.2122383728497568,86.72622285740351,17.72402917338036,193.10855717841935,112.28858776223629,16409.543151588896,451630,2847.3309223997917,44114523131.661736,38557613098.31088,1158.65,5854,1026.78,547.3114,1807.16,9846.59,10393.901399999999,3.62
LUX,2004,2800327864.0059977,957.4652862674291,320.270597920444,434.78172846054986,202.41295988643446,123.18870020666178,694.8794512661716,139.39713479459573,123.18870020666178,188.9774517083652,159.7970703923359,21.805005487322283,9.058207062714985,1.4738109059036053,95.28220693487549,21.918805004967968,204.5163566477086,131.44767191657323,18175.39365023946,458095,3459.529035908575,45708017660.469864,39950382217.28526,1373.89,6827.937,1241.04,592.1347,1789.58,11232.446999999998,11824.581699999999,4.03
LUX,2005,2990152542.3610163,963.889603050369,317.4654320872014,423.7138843471024,222.71028661606567,145.43193561900355,678.5772895362778,139.88037789508763,145.43193561900355,185.63003770894773,158.24387618545884,18.461529829227896,11.735849208848299,1.4774062981275127,97.64779278175197,20.731306314709478,194.59487750021123,129.9349916040825,18709.046706244444,465158,3545.291858486965,47158078345.0882,41217785214.699905,1348.53,7202.905,1207.01,564.8948,1722.47,11480.914999999999,12045.809799999999,4.09
LUX,2006,3298279814.582141,963.1406625020257,288.35479585625984,442.7453824222786,232.04048422348754,187.12050949363842,640.6857519905362,135.33440101785112,187.12050949363842,175.8554034140052,149.96178255668957,18.572710313414365,9.47102089921441,1.3086197091998635,93.95667128774475,17.923619576956536,185.29709681558683,123.67322843557582,18617.24541604565,472637,3653.57661369816,49600152813.82106,43352242437.361885,1414.81,6889.849,1285.02,583.689,1700.19,11289.869,11873.558,4.05
LUX,2007,3449693314.4243913,834.8461543717442,214.24180049794063,402.3602459552179,218.2441079185859,93.97973769690388,621.9109258004788,118.95549087436149,93.97973769690388,170.94704507643576,132.47052081323338,19.767509213416034,9.77554371242532,1.4028493596556206,67.3227478993804,16.62254007959397,199.9001622734705,122.65749824722936,18793.749771461964,479993,3765.1938047814333,53744023972.424774,46974128599.11019,1264.35,6623.195,1186.87,579.3004,1622.88,10697.295000000002,11276.595400000002,3.95
LUX,2008,4033607174.274581,892.4387868260375,217.00178100302307,439.1118499816539,236.32515584136056,114.32105522659307,672.2601807147265,105.8575508847179,114.32105522659307,185.03079155939076,142.1430601274672,16.046705635404713,9.822680084092909,2.199549886202526,71.1239002991194,16.811835775636442,210.63960931654606,124.29959891558438,19579.30987765049,488650,4237.921582495233,53056323195.62785,46373054426.77912,1099.32,6716.997,1136.83,538.1055,1671.8,10624.947,11163.0525,3.98
LUX,2009,4000496810.3404236,883.6243480250154,233.76826811178287,425.6313309954841,224.2247489177479,70.75530743548626,689.4139316736628,123.45510891586633,70.75530743548626,196.56978587467205,151.3147823331163,20.233055351810485,10.814942271478433,2.106554403483324,76.54459847278201,16.9213222077438,207.5084345726011,130.85556510184165,18457.919173725615,497783,4145.185959659305,50743806576.05643,44351835227.9513,1237.64,6184.065,983.922,469.8658,1662.21,10067.837,10537.7028,3.7
LUX,2010,3980091437.400075,905.543550716013,228.48791532274475,443.07403506270987,233.98160033055808,76.76516244854211,699.0525794823532,129.72580878511778,76.76516244854211,196.06694470716536,161.04460478139598,17.423597400749266,9.211140721948707,1.8220886528791533,82.38461202949429,16.86097947103117,215.8872320280605,128.07718847474646,19710.08484491709,506953,3980.0914374000754,53212476812.29568,46509538067.72001,1286.49,6543.815,1080.63,498.4196,1737.87,10648.805,11147.224599999998,3.94
LUX,2011,4087299576.7176976,791.7394663394656,210.09331003853015,371.97063388277974,209.6755224181556,123.59354466945564,550.0401941246432,118.10572754536672,123.59354466945564,191.28352322532277,153.39975271197633,18.764424016826347,33.1160144719703,4.060587546670835,91.21817510842345,19.522784061342303,41.93923363426052,114.84142689321713,20917.484994361585,518347,3901.078438826642,54563666562.4044,47690524461.964935,1074.86,6947.015,983.531,514.9677,1496.21,10501.615999999998,11016.5837,3.93
LUX,2012,4143323754.5374436,767.25029907769,203.61017768099933,359.9632921703797,203.6768292263103,121.06211243535827,530.8321388578247,115.35604778450698,121.06211243535827,190.27156024754038,153.28171023485743,19.13319461382692,30.513391546580674,3.6446233220799416,87.81527649391981,17.95947501552323,35.794690816640895,107.77426435136238,19808.077659296,530946,3855.9646371279023,54371319074.19558,47522406130.30683,1074.86,6619.695,962.601,483.0766,1496.21,10153.365999999998,10636.442599999998,3.85
LUX,2013,4503422199.998668,799.8925005490644,195.6363328829719,385.0680545756259,219.18811309046697,125.11477083471125,550.3282821258072,124.44944758854604,125.11477083471125,197.9979354963083,158.20408093451465,20.514581703237027,33.33399097341073,4.80252856632416,93.85541913252972,18.0737051098116,39.350715749112474,108.64477204910455,20246.770914803255,543360,4129.951657780545,56358248456.4083,49259050866.19969,1018.617,6273.315,912.2323,412.5882,1417.92,9622.0843,10034.6725,3.8
LUX,2014,4629351740.988505,691.7524892415912,163.47797610147032,325.0800381788113,203.19447496130945,118.06821369141558,465.64582862673717,108.03844692343841,118.06821369141558,157.6224489117996,134.61467047641784,20.466674528077895,28.299484119813645,3.9921351022017415,79.8811917651848,14.346393667934516,34.103991308538596,100.35728567020693,19231.92702722569,556319,4177.4673435243085,59611199149.64473,52102241846.26204,963.4162,5933.35,862.7964,471.2077,1341.08,9100.6426,9571.8503,3.64
LVA,2004,855413058.4997364,560.7676243445745,188.6909648961533,97.45469394492198,274.62196550349927,2.175095407370738,259.31213589919975,299.2803930380041,2.175095407370738,168.81730222117946,74.30244845826373,19.148752639593784,12.945410812905097,1.015577968332449,21.735772257150703,NA,1.2643204408430573,259.3629441389355,12175.609255524785,2263122,1283.629687893572,21991003259.132496,35438017512.80795,2228.04,2884.631,1111.99,378.5737,1263.77,7488.4310000000005,7867.0046999999995,3.94
LVA,2005,1001634511.3926922,592.7321917712251,197.26420065053796,104.55512608803295,290.912865032654,8.989607170154029,277.30831647832406,306.43426812274697,8.989607170154029,173.78926573043123,90.83996320729639,19.049976161940943,12.883855985998885,0.8548622560142064,11.829753135414864,1.0474245751356115,6.730303012025154,266.7171805368137,12524.792814912511,2238799,1351.9864263231634,24343389028.111073,39228835380.261246,2205.67,3010.161,1121.74,392.6812,1250.72,7588.291,7980.9722,4.06
LVA,2006,1351557963.7009618,672.1951521609304,221.75967740793598,121.53698253206854,328.89849222092596,68.68770654469981,322.66774581268305,280.83969980354755,68.68770654469981,191.50637373502798,101.41885797398027,22.917961093950872,15.834501263500712,6.574085941132283,13.455642664643038,0.5162479273538056,NA,251.28377501664164,14147.075898278143,2218357,1622.904169871806,27237668361.071133,43892902793.63868,2227.12,3324.359,1170.83,387.1878,1315.68,8037.989,8425.1768,4.23
LVA,2007,2011519142.0149646,843.9071601924622,271.1373960171997,160.52425981466826,412.2455043605943,101.87041377027684,352.4796546970068,389.5570917251786,101.87041377027684,208.06836623603775,81.19593360228795,23.45044740505506,21.88619204224312,0.19171040674798992,11.100470973676233,2.817869333196266,NA,393.3257564229411,15692.37925318913,2200325,2010.3172327745986,29955788645.951378,48273093780.03683,2101.38,3761.71,1194.06,430.4122,1312.25,8369.4,8799.8122,4.39
LVA,2008,2229874138.041696,667.7639105071781,202.04831992433995,136.58454357118674,329.1310470116516,76.0697878501853,320.1421537299921,271.5519689270007,76.0697878501853,192.76001208806852,98.9854953904287,22.461558843858395,13.751741691305432,NA,11.222859499908619,3.676830005009022,NA,248.83562513841412,14898.915332714552,2177322,1992.926607478368,28893063840.1165,46560536156.50813,2056.67,3555.097,1095.67,347.7039,1239.11,7946.547,8294.250900000001,4.17
LVA,2009,1766486358.2147558,609.2319378971769,199.69654289284105,114.64118348288422,294.8942115214515,61.73726588622473,291.2694749244403,256.22519708651186,61.73726588622473,157.3219371765082,78.06215873864042,16.535430168880673,12.877256051420297,NA,13.839845127489227,2.7599006814949267,6.02101523790068,260.0771288286178,12335.123034277298,2141669,1749.3946944167146,24731973839.1568,39855031246.669975,1982.54,3117.118,872.157,350.6979,1221.37,7193.1849999999995,7543.8829,4.01
LVA,2010,1581274362.7471845,592.3530023604623,199.32425601016595,112.97794148080817,280.05080486948805,52.625205695418124,293.3829861949033,246.3448104701408,52.625205695418124,139.33382892583285,82.83731248081335,22.80795727585739,14.406526848788246,NA,21.81096207900291,2.2925434337603314,4.216696171991806,252.02196944899723,13049.321573333833,2097555,1581.2743627471846,23757368290.09552,38284475865.05634,2373.17,3188.052,1140.61,468.7873,1384.18,8086.012,8554.799299999999,4.07
