Index,Country,CountryA3,Sub_sector,G19,EU,OECD, Entity,Sector,,,
6626,Kyrgyzstan,KGZ,Information and Communication Technologies,0,0,0,Industries,Mail and communication,,,
6627,Kyrgyzstan,KGZ,Business services,0,0,0,Industries,Lending services,,,
6628,Kyrgyzstan,KGZ,Business services,0,0,0,Industries,Insurance and others,,,
6629,Kyrgyzstan,KGZ,Business services,0,0,0,Industries,"Transactions with real estate, leasing and services to enterprises",,,
6630,Kyrgyzstan,KGZ,Services,0,0,0,Industries,Public administration,,,
6631,Kyrgyzstan,KGZ,Services,0,0,0,Industries,Education,,,
6632,Kyrgyzstan,KGZ,Health and social work,0,0,0,Industries,Health care,,,
6633,Kyrgyzstan,KGZ,Services,0,0,0,Industries,Social services,,,
6634,Kyrgyzstan,KGZ,Services,0,0,0,Industries,Services ensuring environmental protection,,,
6635,Kyrgyzstan,KGZ,Other procurement,0,0,0,Industries,Reexport,,,
6636,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Grain,,,
6637,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Potatos,,,
6638,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Vegetables,,,
6639,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Cotton,,,
6640,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Tobacco,,,
6641,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Sugar beet,,,
6642,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,"Fruits, berries",,,
6643,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Nuts,,,
6644,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Feeding stuff,,,
6645,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Other crops,,,
6646,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Meat (live weight),,,
6647,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Milk,,,
6648,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Eggs,,,
6649,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Wool,,,
6650,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Other animal,,,
6651,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Irrigation water supply,,,
6652,Kyrgyzstan,KGZ,Pharmaceutical/chemicals,0,0,0,Commodities,Chemicalization service,,,
6653,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Other Agri. Services,,,
6654,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Hunting and Forestry,,,
6655,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Fishery and fish breeding,,,
6656,Kyrgyzstan,KGZ,Fossil fuel extraction,0,0,0,Commodities,Coal,,,
6657,Kyrgyzstan,KGZ,Fossil fuel extraction,0,0,0,Commodities,Natural gas,,,
6658,Kyrgyzstan,KGZ,Fossil fuel extraction,0,0,0,Commodities,Crude Oil,,,
6659,Kyrgyzstan,KGZ,Mining,0,0,0,Commodities,Gold ores,,,
6660,Kyrgyzstan,KGZ,Mining,0,0,0,Commodities,Other ores,,,
6661,Kyrgyzstan,KGZ,Mining,0,0,0,Commodities,Mining others,,,
6662,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Flour milling,,,
6663,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Sugar refining,,,
6664,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Meat processing,,,
6665,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Dairy industry,,,
6666,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Animal feed industry,,,
6667,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Juices, fruits & vegetables processing and canning,,
6668,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Beer and Vodka production,,,
6669,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Miniral water,,,
6670,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Other food industry,,,
6671,Kyrgyzstan,KGZ,Other procurement,0,0,0,Commodities,Tobacco processing Tobacco products (cigarettes),,,
6672,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Cotton ginning,,,
6673,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Cotton yarn,,,
6674,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Cotton fabric,,,
6675,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Wool yarn,,,
6676,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Wool facric,,,
6677,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Knitted items production (cotton + wool + synthetics),,,
6678,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Clothing (cotton + wool + synthetics),,,
6679,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Hides and skins processing,,,
6680,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Final leather cloths,,,
6681,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,Shoes,,,
6682,Kyrgyzstan,KGZ,Clothing,0,0,0,Commodities,other ,,,
6683,Kyrgyzstan,KGZ,Wood and paper,0,0,0,Commodities,Timber production and woodwork,,,
6684,Kyrgyzstan,KGZ,Wood and paper,0,0,0,Commodities,"Paper and cardboard production, publishing and printing",,,
6685,Kyrgyzstan,KGZ,Manufactured fuels/gases,0,0,0,Commodities,Oil refining,,,
6686,Kyrgyzstan,KGZ,Pharmaceutical/chemicals,0,0,0,Commodities,Fertiliser production,,,
6687,Kyrgyzstan,KGZ,Pharmaceutical/chemicals,0,0,0,Commodities,Paint production,,,
6688,Kyrgyzstan,KGZ,Pharmaceutical/chemicals,0,0,0,Commodities,Pharmaceutical production,,,
6689,Kyrgyzstan,KGZ,Pharmaceutical/chemicals,0,0,0,Commodities,Other chemicals,,,
6690,Kyrgyzstan,KGZ,Rubber and plastic,0,0,0,Commodities,Rubber and plastic production,,,
6691,Kyrgyzstan,KGZ,Minerals,0,0,0,Commodities,Glass sheets,,,
6692,Kyrgyzstan,KGZ,Minerals,0,0,0,Commodities,"Bricks; Production of products of concrete, asbestos and cement; Cement; Other non-metal mineral products",,,
6693,Kyrgyzstan,KGZ,Metals,0,0,0,Commodities,Gold,,,
6694,Kyrgyzstan,KGZ,Metals,0,0,0,Commodities,Other metallurgy,,,
6695,Kyrgyzstan,KGZ,Metals,0,0,0,Commodities,Metal fabrics production,,,
6696,Kyrgyzstan,KGZ,Machinery,0,0,0,Commodities,Machinery and equipment, House appliances, Electric machines and equipment,
6697,Kyrgyzstan,KGZ,Machinery,0,0,0,Commodities,Bulbs,,,
6698,Kyrgyzstan,KGZ,Machinery,0,0,0,Commodities,Production of spare parts and engines for vehicles, Other machinery and equipment,,
6699,Kyrgyzstan,KGZ,Furniture,0,0,0,Commodities,Furniture production, Other industry sectors and reprocessing,,
6700,Kyrgyzstan,KGZ,"Heating, water and electricity",0,0,0,Commodities,Power,,,
6701,Kyrgyzstan,KGZ,"Heating, water and electricity",0,0,0,Commodities,Production and distribution of gaseous fuel,,,
6702,Kyrgyzstan,KGZ,"Heating, water and electricity",0,0,0,Commodities,Steam and hot water supply,,,
6703,Kyrgyzstan,KGZ,"Heating, water and electricity",0,0,0,Commodities,"Water intake, treatment and distribution",,,
6704,Kyrgyzstan,KGZ,Construction,0,0,0,Commodities,Roads,,,
6705,Kyrgyzstan,KGZ,Construction,0,0,0,Commodities,Irrigation network,,,
6706,Kyrgyzstan,KGZ,Construction,0,0,0,Commodities,Other construction,,,
6707,Kyrgyzstan,KGZ,Machinery,0,0,0,Commodities,"Operation, maintenance and repair of cars, repair of personal effects and household appliances",,,
6708,Kyrgyzstan,KGZ,Food and catering,0,0,0,Commodities,Hotels and restaurants,,,
6709,Kyrgyzstan,KGZ,Freight transport,0,0,0,Commodities,Road transport,,,
6710,Kyrgyzstan,KGZ,Freight transport,0,0,0,Commodities,Rail transport,,,
6711,Kyrgyzstan,KGZ,Freight transport,0,0,0,Commodities,Air transport,,,
6712,Kyrgyzstan,KGZ,Freight transport,0,0,0,Commodities,Auxiliary transport activities,,,
6713,Kyrgyzstan,KGZ,Services,0,0,0,Commodities,Mail and communication,,,
6714,Kyrgyzstan,KGZ,Business services,0,0,0,Commodities,Lending services,,,
6715,Kyrgyzstan,KGZ,Business services,0,0,0,Commodities,Insurance and others,,,
6716,Kyrgyzstan,KGZ,Business services,0,0,0,Commodities,"Transactions with real estate, leasing and services to enterprises",,,
6717,Kyrgyzstan,KGZ,Services,0,0,0,Commodities,Public administration,,,
6718,Kyrgyzstan,KGZ,Services,0,0,0,Commodities,Education,,,
6719,Kyrgyzstan,KGZ,Health and social work,0,0,0,Commodities,Health care,,,
6720,Kyrgyzstan,KGZ,Services,0,0,0,Commodities,Social services,,,
6721,Kyrgyzstan,KGZ,Services,0,0,0,Commodities,Services ensuring environmental protection,,,
6722,Kyrgyzstan,KGZ,Other procurement,0,0,0,Commodities,Reexport,,,
6723,Laos,LAO,Food and catering,0,0,0,Industries,Agriculture,,,
6724,Laos,LAO,Food and catering,0,0,0,Industries,Fishing,,,
6725,Laos,LAO,Mining,0,0,0,Industries,Mining and Quarrying,,,
6726,Laos,LAO,Food and catering,0,0,0,Industries,Food & Beverages,,,
6727,Laos,LAO,Clothing,0,0,0,Industries,Textiles and Wearing Apparel,,,
6728,Laos,LAO,Wood and paper,0,0,0,Industries,Wood and Paper,,,
6729,Laos,LAO,Manufactured fuels/gases,0,0,0,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",,,
6730,Laos,LAO,Metals,0,0,0,Industries,Metal Products,,,
6731,Laos,LAO,Machinery,0,0,0,Industries,Electrical and Machinery,,,
6732,Laos,LAO,Machinery,0,0,0,Industries,Transport Equipment,,,
6733,Laos,LAO,Other procurement,0,0,0,Industries,Other Manufacturing,,,
6734,Laos,LAO,"Sanitation, waste, recycling",0,0,0,Industries,Recycling,,,
6735,Laos,LAO,"Heating, water and electricity",0,0,0,Industries,"Electricity, Gas and Water",,,
6736,Laos,LAO,Construction,0,0,0,Industries,Construction,,,
6737,Laos,LAO,Other procurement,0,0,0,Industries,Maintenance and Repair,,,
6738,Laos,LAO,Trade,0,0,0,Industries,Wholesale Trade,,,
6739,Laos,LAO,Trade,0,0,0,Industries,Retail Trade,,,
6740,Laos,LAO,Food and catering,0,0,0,Industries,Hotels and Restraurants,,,
6741,Laos,LAO,Freight transport,0,0,0,Industries,Transport,,,
6742,Laos,LAO,Information and Communication Technologies,0,0,0,Industries,Post and Telecommunications,,,
6743,Laos,LAO,Business services,0,0,0,Industries,Finacial Intermediation and Business Activities,,,
6744,Laos,LAO,Services,0,0,0,Industries,Public Administration,,,
6745,Laos,LAO,Services,0,0,0,Industries,"Education, Health and Other Services",,,
6746,Laos,LAO,Other procurement,0,0,0,Industries,Private Households,,,
6747,Laos,LAO,Other procurement,0,0,0,Industries,Others,,,
6748,Laos,LAO,Other procurement,0,0,0,Industries,Re-export & Re-import,,,
6749,Latvia,LVA,Food and catering,0,1,1,Industries,"Agriculture, hunting and related service activities",,,
6750,Latvia,LVA,Wood and paper,0,1,1,Industries,"Forestry, logging and related service activities",,,
6751,Latvia,LVA,Food and catering,0,1,1,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",,,
6752,Latvia,LVA,Fossil fuel extraction,0,1,1,Industries,Mining of coal and lignite, extraction of peat,,
6753,Latvia,LVA,Fossil fuel extraction,0,1,1,Industries,Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying,,
6754,Latvia,LVA,Mining,0,1,1,Industries,Mining of uranium and thorium ores,,,
6755,Latvia,LVA,Mining,0,1,1,Industries,Mining of metal ores,,,
6756,Latvia,LVA,Mining,0,1,1,Industries,Other mining and quarrying,,,
6757,Latvia,LVA,Food and catering,0,1,1,Industries,Manufacture of food products and beverages,,,
6758,Latvia,LVA,Other procurement,0,1,1,Industries,Manufacture of tobacco products,,,
6759,Latvia,LVA,Clothing,0,1,1,Industries,Manufacture of textiles,,,
6760,Latvia,LVA,Clothing,0,1,1,Industries,Manufacture of wearing apparel, dressing and dyeing of fur,,
6761,Latvia,LVA,Clothing,0,1,1,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",,,
6762,Latvia,LVA,Wood and paper,0,1,1,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",,,
6763,Latvia,LVA,Wood and paper,0,1,1,Industries,"Manufacture of pulp, paper and paper products",,,
6764,Latvia,LVA,Wood and paper,0,1,1,Industries,"Publishing, printing and reproduction of recorded media",,,
6765,Latvia,LVA,Manufactured fuels/gases,0,1,1,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels",,,
6766,Latvia,LVA,Pharmaceutical/chemicals,0,1,1,Industries,Manufacture of chemicals and chemical products,,,
6767,Latvia,LVA,Rubber and plastic,0,1,1,Industries,Manufacture of rubber and plastic products,,,
6768,Latvia,LVA,Minerals,0,1,1,Industries,Manufacture of other non-metallic mineral products,,,
6769,Latvia,LVA,Metals,0,1,1,Industries,Manufacture of basic metals,,,
6770,Latvia,LVA,Machinery,0,1,1,Industries,"Manufacture of fabricated metal products, except machinery and equipment",,,
6771,Latvia,LVA,Machinery,0,1,1,Industries,Manufacture of machinery and equipment n.e.c.,,,
6772,Latvia,LVA,Information and Communication Technologies,0,1,1,Industries,Manufacture of office machinery and computers,,,
6773,Latvia,LVA,Machinery,0,1,1,Industries,Manufacture of electrical machinery and apparatus n.e.c.,,,
6774,Latvia,LVA,Information and Communication Technologies,0,1,1,Industries,"Manufacture of radio, television and communication equipment and apparatus",,,
6775,Latvia,LVA,Medical instruments,0,1,1,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks",,,
6776,Latvia,LVA,Machinery,0,1,1,Industries,"Manufacture of motor vehicles, trailers and semi-trailers",,,
6777,Latvia,LVA,Machinery,0,1,1,Industries,Manufacture of other transport equipment,,,
6778,Latvia,LVA,Furniture,0,1,1,Industries,Manufacture of furniture, manufacturing n.e.c.,,
6779,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Industries,Recycling,,,
6780,Latvia,LVA,"Heating, water and electricity",0,1,1,Industries,"Electricity, gas, steam and hot water supply",,,
6781,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Industries,"Collection, purification and distribution of water",,,
6782,Latvia,LVA,Construction,0,1,1,Industries,Construction,,,
6783,Latvia,LVA,Other procurement,0,1,1,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel",,,
6784,Latvia,LVA,Trade,0,1,1,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",,,
6785,Latvia,LVA,Trade,0,1,1,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",,,
6786,Latvia,LVA,Food and catering,0,1,1,Industries,Hotels and restaurants,,,
6787,Latvia,LVA,Freight transport,0,1,1,Industries,Land transport, transport via pipelines,,
6788,Latvia,LVA,Freight transport,0,1,1,Industries,Water transport,,,
6789,Latvia,LVA,Freight transport,0,1,1,Industries,Air transport,,,
6790,Latvia,LVA,Freight transport,0,1,1,Industries,Supporting and auxiliary transport activities, activities of travel agencies,,
6791,Latvia,LVA,Information and Communication Technologies,0,1,1,Industries,Post and telecommunications,,,
6792,Latvia,LVA,Business services,0,1,1,Industries,"Financial intermediation, except insurance and pension funding",,,
6793,Latvia,LVA,Business services,0,1,1,Industries,"Insurance and pension funding, except compulsory social security",,,
6794,Latvia,LVA,Business services,0,1,1,Industries,Activities auxiliary to financial intermediation,,,
6795,Latvia,LVA,Business services,0,1,1,Industries,Real estate activities,,,
6796,Latvia,LVA,Business services,0,1,1,Industries,Renting of machinery and equipment without operator and of personal and household goods,,,
6797,Latvia,LVA,Information and Communication Technologies,0,1,1,Industries,Computer and related activities,,,
6798,Latvia,LVA,Business services,0,1,1,Industries,Research and development,,,
6799,Latvia,LVA,Business services,0,1,1,Industries,Other business activities,,,
6800,Latvia,LVA,Services,0,1,1,Industries,Public administration and defence, compulsory social security,,
6801,Latvia,LVA,Services,0,1,1,Industries,Education,,,
6802,Latvia,LVA,Health and social work,0,1,1,Industries,Health and social work,,,
6803,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Industries,"Sewage and refuse disposal, sanitation and similar activities",,,
6804,Latvia,LVA,Services,0,1,1,Industries,Activities of membership organisation n.e.c.,,,
6805,Latvia,LVA,Services,0,1,1,Industries,"Recreational, cultural and sporting activities",,,
6806,Latvia,LVA,Services,0,1,1,Industries,Other service activities,,,
6807,Latvia,LVA,Other procurement,0,1,1,Industries,Private households with employed persons,,,
6808,Latvia,LVA,Business services,0,1,1,Industries,FISIM,,,
6809,Latvia,LVA,Other procurement,0,1,1,Industries,Re-export,,,
6810,Latvia,LVA,Food and catering,0,1,1,Commodities,"Products of agriculture, hunting and related services",,,
6811,Latvia,LVA,Wood and paper,0,1,1,Commodities,"Products of forestry, logging and related services",,,
6812,Latvia,LVA,Food and catering,0,1,1,Commodities,Fish and other fishing products, services incidental of fishing,,
6813,Latvia,LVA,Fossil fuel extraction,0,1,1,Commodities,Coal and lignite, peat,,
6814,Latvia,LVA,Fossil fuel extraction,0,1,1,Commodities,Crude petroleum and natural gas, services incidental to oil and gas extraction excluding surveying,,
6815,Latvia,LVA,Mining,0,1,1,Commodities,Uranium and thorium ores,,,
6816,Latvia,LVA,Mining,0,1,1,Commodities,Metal ores,,,
6817,Latvia,LVA,Mining,0,1,1,Commodities,Other mining and quarrying products,,,
6818,Latvia,LVA,Food and catering,0,1,1,Commodities,Food products and beverages,,,
6819,Latvia,LVA,Other procurement,0,1,1,Commodities,Tobacco products,,,
6820,Latvia,LVA,Clothing,0,1,1,Commodities,Textiles,,,
6821,Latvia,LVA,Clothing,0,1,1,Commodities,Wearing apparel, furs,,
6822,Latvia,LVA,Clothing,0,1,1,Commodities,Leather and leather products,,,
6823,Latvia,LVA,Wood and paper,0,1,1,Commodities,Wood and products of wood and cork (except furniture), articles of straw and plaiting materials,,
6824,Latvia,LVA,Wood and paper,0,1,1,Commodities,"Pulp, paper and paper products",,,
6825,Latvia,LVA,Wood and paper,0,1,1,Commodities,Printed matter and recorded media,,,
6826,Latvia,LVA,Manufactured fuels/gases,0,1,1,Commodities,"Coke, refined petroleum products and nuclear fuels",,,
6827,Latvia,LVA,Pharmaceutical/chemicals,0,1,1,Commodities,"Chemicals, chemical products and man-made fibres",,,
6828,Latvia,LVA,Rubber and plastic,0,1,1,Commodities,Rubber and plastic products,,,
6829,Latvia,LVA,Minerals,0,1,1,Commodities,Other non-metallic mineral products,,,
6830,Latvia,LVA,Metals,0,1,1,Commodities,Basic metals,,,
6831,Latvia,LVA,Machinery,0,1,1,Commodities,"Fabricated metal products, except machinery and equipment",,,
6832,Latvia,LVA,Machinery,0,1,1,Commodities,Machinery and equipment n.e.c.,,,
6833,Latvia,LVA,Information and Communication Technologies,0,1,1,Commodities,Office machinery and computers,,,
6834,Latvia,LVA,Machinery,0,1,1,Commodities,Electrical machinery and apparatus n.e.c.,,,
6835,Latvia,LVA,Information and Communication Technologies,0,1,1,Commodities,"Radio, television and communication equipment and apparatus",,,
6836,Latvia,LVA,Medical instruments,0,1,1,Commodities,"Medical, precision and optical instruments, watches and clocks",,,
6837,Latvia,LVA,Machinery,0,1,1,Commodities,"Motor vehicles, trailers and semi-trailers",,,
6838,Latvia,LVA,Machinery,0,1,1,Commodities,Other transport equipment,,,
6839,Latvia,LVA,Furniture,0,1,1,Commodities,Furniture, other manufactured goods n.e.c.,,
6840,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Commodities,Secondary raw materials,,,
6841,Latvia,LVA,"Heating, water and electricity",0,1,1,Commodities,"Electrical energy, gas, steam and hot water",,,
6842,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Commodities,"Collected and purified water, distribution services of water",,,
6843,Latvia,LVA,Construction,0,1,1,Commodities,Construction work,,,
6844,Latvia,LVA,Other procurement,0,1,1,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel",,,
6845,Latvia,LVA,Trade,0,1,1,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",,,
6846,Latvia,LVA,Trade,0,1,1,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods",,,
6847,Latvia,LVA,Food and catering,0,1,1,Commodities,Hotel and restaurant services,,,
6848,Latvia,LVA,Freight transport,0,1,1,Commodities,Land transport, transport via pipeline services,,
6849,Latvia,LVA,Freight transport,0,1,1,Commodities,Water transport services,,,
6850,Latvia,LVA,Freight transport,0,1,1,Commodities,Air transport services,,,
6851,Latvia,LVA,Freight transport,0,1,1,Commodities,Supporting and auxiliary transport services, travel agency services,,
6852,Latvia,LVA,Information and Communication Technologies,0,1,1,Commodities,Post and telecommunication services,,,
6853,Latvia,LVA,Business services,0,1,1,Commodities,"Financial intermediation services, except insurance and pension funding services",,,
6854,Latvia,LVA,Business services,0,1,1,Commodities,"Insurance and pension funding services, except compulsory social security services",,,
6855,Latvia,LVA,Business services,0,1,1,Commodities,Services auxiliary to financial intermediation,,,
6856,Latvia,LVA,Business services,0,1,1,Commodities,Real estate services,,,
6857,Latvia,LVA,Business services,0,1,1,Commodities,Renting services of machinery and equipment without operator and of personal and household goods,,,
6858,Latvia,LVA,Information and Communication Technologies,0,1,1,Commodities,Computer and related services,,,
6859,Latvia,LVA,Business services,0,1,1,Commodities,Research and development services,,,
6860,Latvia,LVA,Business services,0,1,1,Commodities,Other business services,,,
6861,Latvia,LVA,Services,0,1,1,Commodities,Public administration and defence services, compulsory social security services,,
6862,Latvia,LVA,Services,0,1,1,Commodities,Education services,,,
6863,Latvia,LVA,Health and social work,0,1,1,Commodities,Health and social work services,,,
6864,Latvia,LVA,"Sanitation, waste, recycling",0,1,1,Commodities,"Sewage and refuse disposal services, sanitation and similar services",,,
6865,Latvia,LVA,Services,0,1,1,Commodities,Membership organisation services n.e.c.,,,
6866,Latvia,LVA,Services,0,1,1,Commodities,"Recreational, cultural and sporting services",,,
6867,Latvia,LVA,Services,0,1,1,Commodities,Other services,,,
6868,Latvia,LVA,Other procurement,0,1,1,Commodities,Private households with employed persons,,,
6869,Latvia,LVA,Business services,0,1,1,Commodities,FISIM,,,
6870,Latvia,LVA,Other procurement,0,1,1,Commodities,Re-export,,,
6871,Lebanon,LBN,Food and catering,0,0,0,Industries,Agriculture,,,
6872,Lebanon,LBN,Food and catering,0,0,0,Industries,Fishing,,,
6873,Lebanon,LBN,Mining,0,0,0,Industries,Mining and Quarrying,,,
6874,Lebanon,LBN,Food and catering,0,0,0,Industries,Food & Beverages,,,
6875,Lebanon,LBN,Clothing,0,0,0,Industries,Textiles and Wearing Apparel,,,
6876,Lebanon,LBN,Wood and paper,0,0,0,Industries,Wood and Paper,,,
6877,Lebanon,LBN,Manufactured fuels/gases,0,0,0,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",,,
6878,Lebanon,LBN,Metals,0,0,0,Industries,Metal Products,,,
6879,Lebanon,LBN,Machinery,0,0,0,Industries,Electrical and Machinery,,,
6880,Lebanon,LBN,Machinery,0,0,0,Industries,Transport Equipment,,,
6881,Lebanon,LBN,Other procurement,0,0,0,Industries,Other Manufacturing,,,
6882,Lebanon,LBN,"Sanitation, waste, recycling",0,0,0,Industries,Recycling,,,
6883,Lebanon,LBN,"Heating, water and electricity",0,0,0,Industries,"Electricity, Gas and Water",,,
6884,Lebanon,LBN,Construction,0,0,0,Industries,Construction,,,
6885,Lebanon,LBN,Other procurement,0,0,0,Industries,Maintenance and Repair,,,
6886,Lebanon,LBN,Trade,0,0,0,Industries,Wholesale Trade,,,
6887,Lebanon,LBN,Trade,0,0,0,Industries,Retail Trade,,,
6888,Lebanon,LBN,Food and catering,0,0,0,Industries,Hotels and Restraurants,,,
6889,Lebanon,LBN,Freight transport,0,0,0,Industries,Transport,,,
6890,Lebanon,LBN,Information and Communication Technologies,0,0,0,Industries,Post and Telecommunications,,,
6891,Lebanon,LBN,Business services,0,0,0,Industries,Finacial Intermediation and Business Activities,,,
6892,Lebanon,LBN,Services,0,0,0,Industries,Public Administration,,,
6893,Lebanon,LBN,Services,0,0,0,Industries,"Education, Health and Other Services",,,
6894,Lebanon,LBN,Other procurement,0,0,0,Industries,Private Households,,,
6895,Lebanon,LBN,Other procurement,0,0,0,Industries,Others,,,
6896,Lebanon,LBN,Other procurement,0,0,0,Industries,Re-export & Re-import,,,
6897,Lesotho,LSO,Food and catering,0,0,0,Industries,Agriculture,,,
6898,Lesotho,LSO,Food and catering,0,0,0,Industries,Fishing,,,
6899,Lesotho,LSO,Mining,0,0,0,Industries,Mining and Quarrying,,,
6900,Lesotho,LSO,Food and catering,0,0,0,Industries,Food & Beverages,,,
6901,Lesotho,LSO,Clothing,0,0,0,Industries,Textiles and Wearing Apparel,,,
6902,Lesotho,LSO,Wood and paper,0,0,0,Industries,Wood and Paper,,,
6903,Lesotho,LSO,Manufactured fuels/gases,0,0,0,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",,,
6904,Lesotho,LSO,Metals,0,0,0,Industries,Metal Products,,,
6905,Lesotho,LSO,Machinery,0,0,0,Industries,Electrical and Machinery,,,
6906,Lesotho,LSO,Machinery,0,0,0,Industries,Transport Equipment,,,
6907,Lesotho,LSO,Other procurement,0,0,0,Industries,Other Manufacturing,,,
6908,Lesotho,LSO,"Sanitation, waste, recycling",0,0,0,Industries,Recycling,,,
6909,Lesotho,LSO,"Heating, water and electricity",0,0,0,Industries,"Electricity, Gas and Water",,,
6910,Lesotho,LSO,Construction,0,0,0,Industries,Construction,,,
6911,Lesotho,LSO,Other procurement,0,0,0,Industries,Maintenance and Repair,,,
6912,Lesotho,LSO,Trade,0,0,0,Industries,Wholesale Trade,,,
6913,Lesotho,LSO,Trade,0,0,0,Industries,Retail Trade,,,
6914,Lesotho,LSO,Food and catering,0,0,0,Industries,Hotels and Restraurants,,,
6915,Lesotho,LSO,Freight transport,0,0,0,Industries,Transport,,,
6916,Lesotho,LSO,Information and Communication Technologies,0,0,0,Industries,Post and Telecommunications,,,
6917,Lesotho,LSO,Business services,0,0,0,Industries,Finacial Intermediation and Business Activities,,,
6918,Lesotho,LSO,Services,0,0,0,Industries,Public Administration,,,
6919,Lesotho,LSO,Services,0,0,0,Industries,"Education, Health and Other Services",,,
6920,Lesotho,LSO,Other procurement,0,0,0,Industries,Private Households,,,
6921,Lesotho,LSO,Other procurement,0,0,0,Industries,Others,,,
6922,Lesotho,LSO,Other procurement,0,0,0,Industries,Re-export & Re-import,,,
6923,Liberia,LBR,Food and catering,0,0,0,Industries,Agriculture,,,
6924,Liberia,LBR,Food and catering,0,0,0,Industries,Fishing,,,
6925,Liberia,LBR,Mining,0,0,0,Industries,Mining and Quarrying,,,
6926,Liberia,LBR,Food and catering,0,0,0,Industries,Food & Beverages,,,
6927,Liberia,LBR,Clothing,0,0,0,Industries,Textiles and Wearing Apparel,,,
6928,Liberia,LBR,Wood and paper,0,0,0,Industries,Wood and Paper,,,
6929,Liberia,LBR,Manufactured fuels/gases,0,0,0,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",,,
6930,Liberia,LBR,Metals,0,0,0,Industries,Metal Products,,,
6931,Liberia,LBR,Machinery,0,0,0,Industries,Electrical and Machinery,,,
6932,Liberia,LBR,Machinery,0,0,0,Industries,Transport Equipment,,,
6933,Liberia,LBR,Other procurement,0,0,0,Industries,Other Manufacturing,,,
6934,Liberia,LBR,"Sanitation, waste, recycling",0,0,0,Industries,Recycling,,,
