Index,Country,CountryA3, Entity,Sector
11536,"Thailand",THA,Commodities,"Cutlery and Hand Tools"
11537,"Thailand",THA,Commodities,"Furniture and Fixtures Metal"
11538,"Thailand",THA,Commodities,"Structural Metal Products"
11539,"Thailand",THA,Commodities,"Other Fabricated Metal Products"
11540,"Thailand",THA,Commodities,"Engines and Turbines"
11541,"Thailand",THA,Commodities,"Agricultural Machinery"
11542,"Thailand",THA,Commodities,"Wood and Metal Working Machinery"
11543,"Thailand",THA,Commodities,"Special Industrial Machinery"
11544,"Thailand",THA,Commodities,"Office and Household Machinery"
11545,"Thailand",THA,Commodities,"Electrical Industrial Machinery"
11546,"Thailand",THA,Commodities,"Radio and Television"
11547,"Thailand",THA,Commodities,"Household Electrical Appliances"
11548,"Thailand",THA,Commodities,"Insulated Wire and Cable"
11549,"Thailand",THA,Commodities,"Electric Accumulator & Battery"
11550,"Thailand",THA,Commodities,"Other Electrical Aparatuses & Supplies"
11551,"Thailand",THA,Commodities,"Motor Vehicle"
11552,"Thailand",THA,Commodities,"Motorcycle, Bicycle & Other Carriages"
11553,"Thailand",THA,Commodities,"Repairing of Motor Vehicle"
11554,"Thailand",THA,Commodities,"Ship Building"
11555,"Thailand",THA,Commodities,"Railway Equipment"
11556,"Thailand",THA,Commodities,"Aircraft"
11557,"Thailand",THA,Commodities,"Tanneries Leather Finishing"
11558,"Thailand",THA,Commodities,"Leather Products"
11559,"Thailand",THA,Commodities,"Footwear Except Rubber"
11560,"Thailand",THA,Commodities,"Saws Mills"
11561,"Thailand",THA,Commodities,"Wood and Cork Products"
11562,"Thailand",THA,Commodities,"Furniture and Fixtures Wood"
11563,"Thailand",THA,Commodities,"Scientific Equipments"
11564,"Thailand",THA,Commodities,"Photographic & Optical Goods"
11565,"Thailand",THA,Commodities,"Watches and Clocks"
11566,"Thailand",THA,Commodities,"Jewelry & Related Articles"
11567,"Thailand",THA,Commodities,"Recreational and Athletic Equipment"
11568,"Thailand",THA,Commodities,"Other Manufacturing Goods"
11569,"Thailand",THA,Commodities,"Electricity"
11570,"Thailand",THA,Commodities,"Pipe Line"
11571,"Thailand",THA,Commodities,"Water Supply System"
11572,"Thailand",THA,Commodities,"Residential Building Construction"
11573,"Thailand",THA,Commodities,"Non-Residential Building Construction"
11574,"Thailand",THA,Commodities,"Public Works for Agriculture & Forestry"
11575,"Thailand",THA,Commodities,"Non-Agricultural Public Works"
11576,"Thailand",THA,Commodities,"Construction of Electric Plant"
11577,"Thailand",THA,Commodities,"Construction of Communication Facilities"
11578,"Thailand",THA,Commodities,"Other Constructions"
11579,"Thailand",THA,Commodities,"Wholesale Trade"
11580,"Thailand",THA,Commodities,"Retail Trade"
11581,"Thailand",THA,Commodities,"Restaurant and Drinking Place"
11582,"Thailand",THA,Commodities,"Hotel and Lodging Place"
11583,"Thailand",THA,Commodities,"Railways"
11584,"Thailand",THA,Commodities,"Route & Non Route of Road Passenger Trans."
11585,"Thailand",THA,Commodities,"Road Freight Transport"
11586,"Thailand",THA,Commodities,"Land Transport Supporting Services"
11587,"Thailand",THA,Commodities,"Ocean Transport"
11588,"Thailand",THA,Commodities,"Coastal & Inland Water Transport"
11589,"Thailand",THA,Commodities,"Water Transport Services"
11590,"Thailand",THA,Commodities,"Air Transports"
11591,"Thailand",THA,Commodities,"Other Services"
11592,"Thailand",THA,Commodities,"Silo and Warehouse"
11593,"Thailand",THA,Commodities,"Post and Telecommunication"
11594,"Thailand",THA,Commodities,"Banking Services"
11595,"Thailand",THA,Commodities,"Life Insurnce Service"
11596,"Thailand",THA,Commodities,"Other Insurance Service"
11597,"Thailand",THA,Commodities,"Real-estate"
11598,"Thailand",THA,Commodities,"Business Service"
11599,"Thailand",THA,Commodities,"Public Administration"
11600,"Thailand",THA,Commodities,"Sanitary and Similar Services"
11601,"Thailand",THA,Commodities,"Education"
11602,"Thailand",THA,Commodities,"Research"
11603,"Thailand",THA,Commodities,"Hospital"
11604,"Thailand",THA,Commodities,"Business and Labor Associations"
11605,"Thailand",THA,Commodities,"Other Community Services"
11606,"Thailand",THA,Commodities,"Motion Picture Production"
11607,"Thailand",THA,Commodities,"Movie Theater"
11608,"Thailand",THA,Commodities,"Radio, Television and Related Services"
11609,"Thailand",THA,Commodities,"Livrary and Museum"
11610,"Thailand",THA,Commodities,"Amusement and Recreation"
11611,"Thailand",THA,Commodities,"Repair, Not Elsewhere Classified"
11612,"Thailand",THA,Commodities,"Personal Services"
11613,"Thailand",THA,Commodities,"Unclassified"
11614,"Thailand",THA,Commodities,"Re-export & Re-import"
11615,"TFYR Macedonia",MKD,Industries,"Agriculture, hunting and related service activities"
11616,"TFYR Macedonia",MKD,Industries,"Forestry, logging and related service activities"
11617,"TFYR Macedonia",MKD,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
11618,"TFYR Macedonia",MKD,Industries,"Mining of coal and lignite; extraction of peat"
11619,"TFYR Macedonia",MKD,Industries,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying"
11620,"TFYR Macedonia",MKD,Industries,"Mining of uranium and thorium ores"
11621,"TFYR Macedonia",MKD,Industries,"Mining of metal ores"
11622,"TFYR Macedonia",MKD,Industries,"Other mining and quarrying"
11623,"TFYR Macedonia",MKD,Industries,"Manufacture of food products and beverages"
11624,"TFYR Macedonia",MKD,Industries,"Manufacture of tobacco products"
11625,"TFYR Macedonia",MKD,Industries,"Manufacture of textiles"
11626,"TFYR Macedonia",MKD,Industries,"Manufacture of wearing apparel; dressing and dyeing of fur"
11627,"TFYR Macedonia",MKD,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
11628,"TFYR Macedonia",MKD,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
11629,"TFYR Macedonia",MKD,Industries,"Manufacture of pulp, paper and paper products"
11630,"TFYR Macedonia",MKD,Industries,"Publishing, printing and reproduction of recorded media"
11631,"TFYR Macedonia",MKD,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
11632,"TFYR Macedonia",MKD,Industries,"Manufacture of chemicals and chemical products"
11633,"TFYR Macedonia",MKD,Industries,"Manufacture of rubber and plastic products"
11634,"TFYR Macedonia",MKD,Industries,"Manufacture of other non-metallic mineral products"
11635,"TFYR Macedonia",MKD,Industries,"Manufacture of basic metals"
11636,"TFYR Macedonia",MKD,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
11637,"TFYR Macedonia",MKD,Industries,"Manufacture of machinery and equipment n.e.c."
11638,"TFYR Macedonia",MKD,Industries,"Manufacture of office machinery and computers"
11639,"TFYR Macedonia",MKD,Industries,"Manufacture of electrical machinery and apparatus n.e.c."
11640,"TFYR Macedonia",MKD,Industries,"Manufacture of radio, television and communication equipment and apparatus"
11641,"TFYR Macedonia",MKD,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
11642,"TFYR Macedonia",MKD,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
11643,"TFYR Macedonia",MKD,Industries,"Manufacture of other transport equipment"
11644,"TFYR Macedonia",MKD,Industries,"Manufacture of furniture; manufacturing n.e.c."
11645,"TFYR Macedonia",MKD,Industries,"Recycling"
11646,"TFYR Macedonia",MKD,Industries,"Electricity, gas, steam and hot water supply"
11647,"TFYR Macedonia",MKD,Industries,"Collection, purification and distribution of water"
11648,"TFYR Macedonia",MKD,Industries,"Construction"
11649,"TFYR Macedonia",MKD,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
11650,"TFYR Macedonia",MKD,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
11651,"TFYR Macedonia",MKD,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
11652,"TFYR Macedonia",MKD,Industries,"Hotels and restaurants"
11653,"TFYR Macedonia",MKD,Industries,"Land transport; transport via pipelines"
11654,"TFYR Macedonia",MKD,Industries,"Water transport"
11655,"TFYR Macedonia",MKD,Industries,"Air transport"
11656,"TFYR Macedonia",MKD,Industries,"Supporting and auxiliary transport activities; activities of travel agencies"
11657,"TFYR Macedonia",MKD,Industries,"Post and telecommunications"
11658,"TFYR Macedonia",MKD,Industries,"Financial intermediation, except insurance and pension funding"
11659,"TFYR Macedonia",MKD,Industries,"Insurance and pension funding, except compulsory social security"
11660,"TFYR Macedonia",MKD,Industries,"Activities auxiliary to financial intermediation"
11661,"TFYR Macedonia",MKD,Industries,"Real estate activities"
11662,"TFYR Macedonia",MKD,Industries,"Renting of machinery and equipment without operator and of personal and household goods"
11663,"TFYR Macedonia",MKD,Industries,"Computer and related activities"
11664,"TFYR Macedonia",MKD,Industries,"Research and development"
11665,"TFYR Macedonia",MKD,Industries,"Other business activities"
11666,"TFYR Macedonia",MKD,Industries,"Public administration and defence; compulsory social security"
11667,"TFYR Macedonia",MKD,Industries,"Education"
11668,"TFYR Macedonia",MKD,Industries,"Health and social work"
11669,"TFYR Macedonia",MKD,Industries,"Sewage and refuse disposal, sanitation and similar activities"
11670,"TFYR Macedonia",MKD,Industries,"Activities of membership organisation n.e.c."
11671,"TFYR Macedonia",MKD,Industries,"Recreational, cultural and sporting activities"
11672,"TFYR Macedonia",MKD,Industries,"Other service activities"
11673,"TFYR Macedonia",MKD,Industries,"Private households with employed persons"
11674,"TFYR Macedonia",MKD,Industries,"FISIM"
11675,"TFYR Macedonia",MKD,Industries,"Re-export"
11676,"TFYR Macedonia",MKD,Commodities,"Products of agriculture, hunting and related services"
11677,"TFYR Macedonia",MKD,Commodities,"Products of forestry, logging and related services"
11678,"TFYR Macedonia",MKD,Commodities,"Fish and other fishing products; services incidental of fishing"
11679,"TFYR Macedonia",MKD,Commodities,"Coal and lignite; peat"
11680,"TFYR Macedonia",MKD,Commodities,"Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying"
11681,"TFYR Macedonia",MKD,Commodities,"Uranium and thorium ores"
11682,"TFYR Macedonia",MKD,Commodities,"Metal ores"
11683,"TFYR Macedonia",MKD,Commodities,"Other mining and quarrying products"
11684,"TFYR Macedonia",MKD,Commodities,"Food products and beverages"
11685,"TFYR Macedonia",MKD,Commodities,"Tobacco products"
11686,"TFYR Macedonia",MKD,Commodities,"Textiles"
11687,"TFYR Macedonia",MKD,Commodities,"Wearing apparel; furs"
11688,"TFYR Macedonia",MKD,Commodities,"Leather and leather products"
11689,"TFYR Macedonia",MKD,Commodities,"Wood and products of wood and cork (except furniture); articles of straw and plaiting materials"
11690,"TFYR Macedonia",MKD,Commodities,"Pulp, paper and paper products"
11691,"TFYR Macedonia",MKD,Commodities,"Printed matter and recorded media"
11692,"TFYR Macedonia",MKD,Commodities,"Coke, refined petroleum products and nuclear fuels"
11693,"TFYR Macedonia",MKD,Commodities,"Chemicals, chemical products and man-made fibres"
11694,"TFYR Macedonia",MKD,Commodities,"Rubber and plastic products"
11695,"TFYR Macedonia",MKD,Commodities,"Other non-metallic mineral products"
11696,"TFYR Macedonia",MKD,Commodities,"Basic metals"
11697,"TFYR Macedonia",MKD,Commodities,"Fabricated metal products, except machinery and equipment"
11698,"TFYR Macedonia",MKD,Commodities,"Machinery and equipment n.e.c."
11699,"TFYR Macedonia",MKD,Commodities,"Office machinery and computers"
11700,"TFYR Macedonia",MKD,Commodities,"Electrical machinery and apparatus n.e.c."
11701,"TFYR Macedonia",MKD,Commodities,"Radio, television and communication equipment and apparatus"
11702,"TFYR Macedonia",MKD,Commodities,"Medical, precision and optical instruments, watches and clocks"
11703,"TFYR Macedonia",MKD,Commodities,"Motor vehicles, trailers and semi-trailers"
11704,"TFYR Macedonia",MKD,Commodities,"Other transport equipment"
11705,"TFYR Macedonia",MKD,Commodities,"Furniture; other manufactured goods n.e.c."
11706,"TFYR Macedonia",MKD,Commodities,"Secondary raw materials"
11707,"TFYR Macedonia",MKD,Commodities,"Electrical energy, gas, steam and hot water"
11708,"TFYR Macedonia",MKD,Commodities,"Collected and purified water, distribution services of water"
11709,"TFYR Macedonia",MKD,Commodities,"Construction work"
11710,"TFYR Macedonia",MKD,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
11711,"TFYR Macedonia",MKD,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
11712,"TFYR Macedonia",MKD,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
11713,"TFYR Macedonia",MKD,Commodities,"Hotel and restaurant services"
11714,"TFYR Macedonia",MKD,Commodities,"Land transport; transport via pipeline services"
11715,"TFYR Macedonia",MKD,Commodities,"Water transport services"
11716,"TFYR Macedonia",MKD,Commodities,"Air transport services"
11717,"TFYR Macedonia",MKD,Commodities,"Supporting and auxiliary transport services; travel agency services"
11718,"TFYR Macedonia",MKD,Commodities,"Post and telecommunication services"
11719,"TFYR Macedonia",MKD,Commodities,"Financial intermediation services, except insurance and pension funding services"
11720,"TFYR Macedonia",MKD,Commodities,"Insurance and pension funding services, except compulsory social security services"
11721,"TFYR Macedonia",MKD,Commodities,"Services auxiliary to financial intermediation"
11722,"TFYR Macedonia",MKD,Commodities,"Real estate services"
11723,"TFYR Macedonia",MKD,Commodities,"Renting services of machinery and equipment without operator and of personal and household goods"
11724,"TFYR Macedonia",MKD,Commodities,"Computer and related services"
11725,"TFYR Macedonia",MKD,Commodities,"Research and development services"
11726,"TFYR Macedonia",MKD,Commodities,"Other business services"
11727,"TFYR Macedonia",MKD,Commodities,"Public administration and defence services; compulsory social security services"
11728,"TFYR Macedonia",MKD,Commodities,"Education services"
11729,"TFYR Macedonia",MKD,Commodities,"Health and social work services"
11730,"TFYR Macedonia",MKD,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
11731,"TFYR Macedonia",MKD,Commodities,"Membership organisation services n.e.c."
11732,"TFYR Macedonia",MKD,Commodities,"Recreational, cultural and sporting services"
11733,"TFYR Macedonia",MKD,Commodities,"Other services"
11734,"TFYR Macedonia",MKD,Commodities,"Private households with employed persons"
11735,"TFYR Macedonia",MKD,Commodities,"FISIM"
11736,"TFYR Macedonia",MKD,Commodities,"Re-export"
11737,"Togo",TGO,Industries,"Agriculture"
11738,"Togo",TGO,Industries,"Fishing"
11739,"Togo",TGO,Industries,"Mining and Quarrying"
11740,"Togo",TGO,Industries,"Food & Beverages"
11741,"Togo",TGO,Industries,"Textiles and Wearing Apparel"
11742,"Togo",TGO,Industries,"Wood and Paper"
11743,"Togo",TGO,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
11744,"Togo",TGO,Industries,"Metal Products"
11745,"Togo",TGO,Industries,"Electrical and Machinery"
11746,"Togo",TGO,Industries,"Transport Equipment"
11747,"Togo",TGO,Industries,"Other Manufacturing"
11748,"Togo",TGO,Industries,"Recycling"
11749,"Togo",TGO,Industries,"Electricity, Gas and Water"
11750,"Togo",TGO,Industries,"Construction"
11751,"Togo",TGO,Industries,"Maintenance and Repair"
11752,"Togo",TGO,Industries,"Wholesale Trade"
11753,"Togo",TGO,Industries,"Retail Trade"
11754,"Togo",TGO,Industries,"Hotels and Restraurants"
11755,"Togo",TGO,Industries,"Transport"
11756,"Togo",TGO,Industries,"Post and Telecommunications"
11757,"Togo",TGO,Industries,"Finacial Intermediation and Business Activities"
11758,"Togo",TGO,Industries,"Public Administration"
11759,"Togo",TGO,Industries,"Education, Health and Other Services"
11760,"Togo",TGO,Industries,"Private Households"
11761,"Togo",TGO,Industries,"Others"
11762,"Togo",TGO,Industries,"Re-export & Re-import"
11763,"Trinidad and Tobago",TTO,Industries,"Agriculture"
11764,"Trinidad and Tobago",TTO,Industries,"Fishing"
11765,"Trinidad and Tobago",TTO,Industries,"Mining and Quarrying"
11766,"Trinidad and Tobago",TTO,Industries,"Food & Beverages"
11767,"Trinidad and Tobago",TTO,Industries,"Textiles and Wearing Apparel"
11768,"Trinidad and Tobago",TTO,Industries,"Wood and Paper"
11769,"Trinidad and Tobago",TTO,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
11770,"Trinidad and Tobago",TTO,Industries,"Metal Products"
11771,"Trinidad and Tobago",TTO,Industries,"Electrical and Machinery"
11772,"Trinidad and Tobago",TTO,Industries,"Transport Equipment"
11773,"Trinidad and Tobago",TTO,Industries,"Other Manufacturing"
11774,"Trinidad and Tobago",TTO,Industries,"Recycling"
11775,"Trinidad and Tobago",TTO,Industries,"Electricity, Gas and Water"
11776,"Trinidad and Tobago",TTO,Industries,"Construction"
11777,"Trinidad and Tobago",TTO,Industries,"Maintenance and Repair"
11778,"Trinidad and Tobago",TTO,Industries,"Wholesale Trade"
11779,"Trinidad and Tobago",TTO,Industries,"Retail Trade"
11780,"Trinidad and Tobago",TTO,Industries,"Hotels and Restraurants"
11781,"Trinidad and Tobago",TTO,Industries,"Transport"
11782,"Trinidad and Tobago",TTO,Industries,"Post and Telecommunications"
11783,"Trinidad and Tobago",TTO,Industries,"Finacial Intermediation and Business Activities"
11784,"Trinidad and Tobago",TTO,Industries,"Public Administration"
11785,"Trinidad and Tobago",TTO,Industries,"Education, Health and Other Services"
11786,"Trinidad and Tobago",TTO,Industries,"Private Households"
11787,"Trinidad and Tobago",TTO,Industries,"Others"
11788,"Trinidad and Tobago",TTO,Industries,"Re-export & Re-import"
11789,"Tunisia",TUN,Industries,"Agriculture"
11790,"Tunisia",TUN,Industries,"Fishing"
11791,"Tunisia",TUN,Industries,"Mining and Quarrying"
11792,"Tunisia",TUN,Industries,"Food & Beverages"
11793,"Tunisia",TUN,Industries,"Textiles and Wearing Apparel"
11794,"Tunisia",TUN,Industries,"Wood and Paper"
11795,"Tunisia",TUN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
11796,"Tunisia",TUN,Industries,"Metal Products"
11797,"Tunisia",TUN,Industries,"Electrical and Machinery"
11798,"Tunisia",TUN,Industries,"Transport Equipment"
11799,"Tunisia",TUN,Industries,"Other Manufacturing"
11800,"Tunisia",TUN,Industries,"Recycling"
11801,"Tunisia",TUN,Industries,"Electricity, Gas and Water"
11802,"Tunisia",TUN,Industries,"Construction"
11803,"Tunisia",TUN,Industries,"Maintenance and Repair"
11804,"Tunisia",TUN,Industries,"Wholesale Trade"
11805,"Tunisia",TUN,Industries,"Retail Trade"
11806,"Tunisia",TUN,Industries,"Hotels and Restraurants"
11807,"Tunisia",TUN,Industries,"Transport"
11808,"Tunisia",TUN,Industries,"Post and Telecommunications"
11809,"Tunisia",TUN,Industries,"Finacial Intermediation and Business Activities"
11810,"Tunisia",TUN,Industries,"Public Administration"
11811,"Tunisia",TUN,Industries,"Education, Health and Other Services"
11812,"Tunisia",TUN,Industries,"Private Households"
11813,"Tunisia",TUN,Industries,"Others"
11814,"Tunisia",TUN,Industries,"Re-export & Re-import"
11815,"Turkey",TUR,Industries,"Agriculture, hunting and related service activities"
11816,"Turkey",TUR,Industries,"Forestry, logging and related service activities"
11817,"Turkey",TUR,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
11818,"Turkey",TUR,Industries,"Mining of coal and lignite; extraction of peat"
11819,"Turkey",TUR,Industries,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying"
11820,"Turkey",TUR,Industries,"Mining of uranium and thorium ores"
11821,"Turkey",TUR,Industries,"Mining of metal ores"
11822,"Turkey",TUR,Industries,"Other mining and quarrying"
11823,"Turkey",TUR,Industries,"Manufacture of food products and beverages"
11824,"Turkey",TUR,Industries,"Manufacture of tobacco products"
11825,"Turkey",TUR,Industries,"Manufacture of textiles"
11826,"Turkey",TUR,Industries,"Manufacture of wearing apparel; dressing and dyeing of fur"
11827,"Turkey",TUR,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
11828,"Turkey",TUR,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
11829,"Turkey",TUR,Industries,"Manufacture of pulp, paper and paper products"
11830,"Turkey",TUR,Industries,"Publishing, printing and reproduction of recorded media"
11831,"Turkey",TUR,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
11832,"Turkey",TUR,Industries,"Manufacture of chemicals and chemical products"
11833,"Turkey",TUR,Industries,"Manufacture of rubber and plastic products"
11834,"Turkey",TUR,Industries,"Manufacture of other non-metallic mineral products"
11835,"Turkey",TUR,Industries,"Manufacture of basic metals"
11836,"Turkey",TUR,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
11837,"Turkey",TUR,Industries,"Manufacture of machinery and equipment n.e.c."
11838,"Turkey",TUR,Industries,"Manufacture of office machinery and computers"
11839,"Turkey",TUR,Industries,"Manufacture of electrical machinery and apparatus n.e.c."
11840,"Turkey",TUR,Industries,"Manufacture of radio, television and communication equipment and apparatus"
11841,"Turkey",TUR,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
11842,"Turkey",TUR,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
11843,"Turkey",TUR,Industries,"Manufacture of other transport equipment"
11844,"Turkey",TUR,Industries,"Manufacture of furniture; manufacturing n.e.c."
11845,"Turkey",TUR,Industries,"Recycling"
11846,"Turkey",TUR,Industries,"Electricity, gas, steam and hot water supply"
11847,"Turkey",TUR,Industries,"Collection, purification and distribution of water"
11848,"Turkey",TUR,Industries,"Construction"
11849,"Turkey",TUR,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
11850,"Turkey",TUR,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
11851,"Turkey",TUR,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
11852,"Turkey",TUR,Industries,"Hotels and restaurants"
11853,"Turkey",TUR,Industries,"Land transport; transport via pipelines"
11854,"Turkey",TUR,Industries,"Water transport"
11855,"Turkey",TUR,Industries,"Air transport"
11856,"Turkey",TUR,Industries,"Supporting and auxiliary transport activities; activities of travel agencies"
11857,"Turkey",TUR,Industries,"Post and telecommunications"
11858,"Turkey",TUR,Industries,"Financial intermediation, except insurance and pension funding"
11859,"Turkey",TUR,Industries,"Insurance and pension funding, except compulsory social security"
11860,"Turkey",TUR,Industries,"Activities auxiliary to financial intermediation"
11861,"Turkey",TUR,Industries,"Real estate activities"
11862,"Turkey",TUR,Industries,"Renting of machinery and equipment without operator and of personal and household goods"
11863,"Turkey",TUR,Industries,"Computer and related activities"
11864,"Turkey",TUR,Industries,"Research and development"
11865,"Turkey",TUR,Industries,"Other business activities"
11866,"Turkey",TUR,Industries,"Public administration and defence; compulsory social security"
11867,"Turkey",TUR,Industries,"Education"
11868,"Turkey",TUR,Industries,"Health and social work"
11869,"Turkey",TUR,Industries,"Sewage and refuse disposal, sanitation and similar activities"
11870,"Turkey",TUR,Industries,"Activities of membership organisation n.e.c."
11871,"Turkey",TUR,Industries,"Recreational, cultural and sporting activities"
11872,"Turkey",TUR,Industries,"Other service activities"
11873,"Turkey",TUR,Industries,"Private households with employed persons"
11874,"Turkey",TUR,Industries,"FISIM"
11875,"Turkey",TUR,Industries,"Re-export"
11876,"Turkey",TUR,Commodities,"Products of agriculture, hunting and related services"
11877,"Turkey",TUR,Commodities,"Products of forestry, logging and related services"
11878,"Turkey",TUR,Commodities,"Fish and other fishing products; services incidental of fishing"
11879,"Turkey",TUR,Commodities,"Coal and lignite; peat"
11880,"Turkey",TUR,Commodities,"Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying"
11881,"Turkey",TUR,Commodities,"Uranium and thorium ores"
11882,"Turkey",TUR,Commodities,"Metal ores"
11883,"Turkey",TUR,Commodities,"Other mining and quarrying products"
11884,"Turkey",TUR,Commodities,"Food products and beverages"
11885,"Turkey",TUR,Commodities,"Tobacco products"
11886,"Turkey",TUR,Commodities,"Textiles"
11887,"Turkey",TUR,Commodities,"Wearing apparel; furs"
11888,"Turkey",TUR,Commodities,"Leather and leather products"
11889,"Turkey",TUR,Commodities,"Wood and products of wood and cork (except furniture); articles of straw and plaiting materials"
11890,"Turkey",TUR,Commodities,"Pulp, paper and paper products"
11891,"Turkey",TUR,Commodities,"Printed matter and recorded media"
11892,"Turkey",TUR,Commodities,"Coke, refined petroleum products and nuclear fuels"
11893,"Turkey",TUR,Commodities,"Chemicals, chemical products and man-made fibres"
11894,"Turkey",TUR,Commodities,"Rubber and plastic products"
11895,"Turkey",TUR,Commodities,"Other non-metallic mineral products"
11896,"Turkey",TUR,Commodities,"Basic metals"
11897,"Turkey",TUR,Commodities,"Fabricated metal products, except machinery and equipment"
11898,"Turkey",TUR,Commodities,"Machinery and equipment n.e.c."
11899,"Turkey",TUR,Commodities,"Office machinery and computers"
11900,"Turkey",TUR,Commodities,"Electrical machinery and apparatus n.e.c."
11901,"Turkey",TUR,Commodities,"Radio, television and communication equipment and apparatus"
11902,"Turkey",TUR,Commodities,"Medical, precision and optical instruments, watches and clocks"
11903,"Turkey",TUR,Commodities,"Motor vehicles, trailers and semi-trailers"
11904,"Turkey",TUR,Commodities,"Other transport equipment"
11905,"Turkey",TUR,Commodities,"Furniture; other manufactured goods n.e.c."
11906,"Turkey",TUR,Commodities,"Secondary raw materials"
11907,"Turkey",TUR,Commodities,"Electrical energy, gas, steam and hot water"
11908,"Turkey",TUR,Commodities,"Collected and purified water, distribution services of water"
11909,"Turkey",TUR,Commodities,"Construction work"
11910,"Turkey",TUR,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
11911,"Turkey",TUR,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
11912,"Turkey",TUR,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
11913,"Turkey",TUR,Commodities,"Hotel and restaurant services"
11914,"Turkey",TUR,Commodities,"Land transport; transport via pipeline services"
11915,"Turkey",TUR,Commodities,"Water transport services"
11916,"Turkey",TUR,Commodities,"Air transport services"
11917,"Turkey",TUR,Commodities,"Supporting and auxiliary transport services; travel agency services"
11918,"Turkey",TUR,Commodities,"Post and telecommunication services"
11919,"Turkey",TUR,Commodities,"Financial intermediation services, except insurance and pension funding services"
11920,"Turkey",TUR,Commodities,"Insurance and pension funding services, except compulsory social security services"
11921,"Turkey",TUR,Commodities,"Services auxiliary to financial intermediation"
11922,"Turkey",TUR,Commodities,"Real estate services"
11923,"Turkey",TUR,Commodities,"Renting services of machinery and equipment without operator and of personal and household goods"
11924,"Turkey",TUR,Commodities,"Computer and related services"
11925,"Turkey",TUR,Commodities,"Research and development services"
11926,"Turkey",TUR,Commodities,"Other business services"
11927,"Turkey",TUR,Commodities,"Public administration and defence services; compulsory social security services"
11928,"Turkey",TUR,Commodities,"Education services"
11929,"Turkey",TUR,Commodities,"Health and social work services"
11930,"Turkey",TUR,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
11931,"Turkey",TUR,Commodities,"Membership organisation services n.e.c."
11932,"Turkey",TUR,Commodities,"Recreational, cultural and sporting services"
11933,"Turkey",TUR,Commodities,"Other services"
11934,"Turkey",TUR,Commodities,"Private households with employed persons"
11935,"Turkey",TUR,Commodities,"FISIM"
11936,"Turkey",TUR,Commodities,"Re-export"
11937,"Turkmenistan",TKM,Industries,"Agriculture"
11938,"Turkmenistan",TKM,Industries,"Fishing"
11939,"Turkmenistan",TKM,Industries,"Mining and Quarrying"
11940,"Turkmenistan",TKM,Industries,"Food & Beverages"
11941,"Turkmenistan",TKM,Industries,"Textiles and Wearing Apparel"
11942,"Turkmenistan",TKM,Industries,"Wood and Paper"
11943,"Turkmenistan",TKM,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
11944,"Turkmenistan",TKM,Industries,"Metal Products"
11945,"Turkmenistan",TKM,Industries,"Electrical and Machinery"
11946,"Turkmenistan",TKM,Industries,"Transport Equipment"
