Index,Country,CountryA3, Entity,Sector
3829,"France",FRA,Commodities,"Medical, precision and optical instruments, watches and clocks"
3830,"France",FRA,Commodities,"Motor vehicles, trailers and semi-trailers"
3831,"France",FRA,Commodities,"Other transport equipment"
3832,"France",FRA,Commodities,"Furniture; other manufactured goods n.e.c."
3833,"France",FRA,Commodities,"Secondary raw materials"
3834,"France",FRA,Commodities,"Electrical energy, gas, steam and hot water"
3835,"France",FRA,Commodities,"Collected and purified water, distribution services of water"
3836,"France",FRA,Commodities,"Construction work"
3837,"France",FRA,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
3838,"France",FRA,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
3839,"France",FRA,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
3840,"France",FRA,Commodities,"Hotel and restaurant services"
3841,"France",FRA,Commodities,"Land transport; transport via pipeline services"
3842,"France",FRA,Commodities,"Water transport services"
3843,"France",FRA,Commodities,"Air transport services"
3844,"France",FRA,Commodities,"Supporting and auxiliary transport services; travel agency services"
3845,"France",FRA,Commodities,"Post and telecommunication services"
3846,"France",FRA,Commodities,"Financial intermediation services, except insurance and pension funding services"
3847,"France",FRA,Commodities,"Insurance and pension funding services, except compulsory social security services"
3848,"France",FRA,Commodities,"Services auxiliary to financial intermediation"
3849,"France",FRA,Commodities,"Real estate services"
3850,"France",FRA,Commodities,"Renting services of machinery and equipment without operator and of personal and household goods"
3851,"France",FRA,Commodities,"Computer and related services"
3852,"France",FRA,Commodities,"Research and development services"
3853,"France",FRA,Commodities,"Other business services"
3854,"France",FRA,Commodities,"Public administration and defence services; compulsory social security services"
3855,"France",FRA,Commodities,"Education services"
3856,"France",FRA,Commodities,"Health and social work services"
3857,"France",FRA,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
3858,"France",FRA,Commodities,"Membership organisation services n.e.c."
3859,"France",FRA,Commodities,"Recreational, cultural and sporting services"
3860,"France",FRA,Commodities,"Other services"
3861,"France",FRA,Commodities,"Private households with employed persons"
3862,"France",FRA,Commodities,"FISIM"
3863,"France",FRA,Commodities,"Re-export"
3864,"French Polynesia",PYF,Industries,"Agriculture"
3865,"French Polynesia",PYF,Industries,"Fishing"
3866,"French Polynesia",PYF,Industries,"Mining and Quarrying"
3867,"French Polynesia",PYF,Industries,"Food & Beverages"
3868,"French Polynesia",PYF,Industries,"Textiles and Wearing Apparel"
3869,"French Polynesia",PYF,Industries,"Wood and Paper"
3870,"French Polynesia",PYF,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
3871,"French Polynesia",PYF,Industries,"Metal Products"
3872,"French Polynesia",PYF,Industries,"Electrical and Machinery"
3873,"French Polynesia",PYF,Industries,"Transport Equipment"
3874,"French Polynesia",PYF,Industries,"Other Manufacturing"
3875,"French Polynesia",PYF,Industries,"Recycling"
3876,"French Polynesia",PYF,Industries,"Electricity, Gas and Water"
3877,"French Polynesia",PYF,Industries,"Construction"
3878,"French Polynesia",PYF,Industries,"Maintenance and Repair"
3879,"French Polynesia",PYF,Industries,"Wholesale Trade"
3880,"French Polynesia",PYF,Industries,"Retail Trade"
3881,"French Polynesia",PYF,Industries,"Hotels and Restraurants"
3882,"French Polynesia",PYF,Industries,"Transport"
3883,"French Polynesia",PYF,Industries,"Post and Telecommunications"
3884,"French Polynesia",PYF,Industries,"Finacial Intermediation and Business Activities"
3885,"French Polynesia",PYF,Industries,"Public Administration"
3886,"French Polynesia",PYF,Industries,"Education, Health and Other Services"
3887,"French Polynesia",PYF,Industries,"Private Households"
3888,"French Polynesia",PYF,Industries,"Others"
3889,"French Polynesia",PYF,Industries,"Re-export & Re-import"
3890,"Gabon",GAB,Industries,"Agriculture"
3891,"Gabon",GAB,Industries,"Fishing"
3892,"Gabon",GAB,Industries,"Mining and Quarrying"
3893,"Gabon",GAB,Industries,"Food & Beverages"
3894,"Gabon",GAB,Industries,"Textiles and Wearing Apparel"
3895,"Gabon",GAB,Industries,"Wood and Paper"
3896,"Gabon",GAB,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
3897,"Gabon",GAB,Industries,"Metal Products"
3898,"Gabon",GAB,Industries,"Electrical and Machinery"
3899,"Gabon",GAB,Industries,"Transport Equipment"
3900,"Gabon",GAB,Industries,"Other Manufacturing"
3901,"Gabon",GAB,Industries,"Recycling"
3902,"Gabon",GAB,Industries,"Electricity, Gas and Water"
3903,"Gabon",GAB,Industries,"Construction"
3904,"Gabon",GAB,Industries,"Maintenance and Repair"
3905,"Gabon",GAB,Industries,"Wholesale Trade"
3906,"Gabon",GAB,Industries,"Retail Trade"
3907,"Gabon",GAB,Industries,"Hotels and Restraurants"
3908,"Gabon",GAB,Industries,"Transport"
3909,"Gabon",GAB,Industries,"Post and Telecommunications"
3910,"Gabon",GAB,Industries,"Finacial Intermediation and Business Activities"
3911,"Gabon",GAB,Industries,"Public Administration"
3912,"Gabon",GAB,Industries,"Education, Health and Other Services"
3913,"Gabon",GAB,Industries,"Private Households"
3914,"Gabon",GAB,Industries,"Others"
3915,"Gabon",GAB,Industries,"Re-export & Re-import"
3916,"Gambia",GMB,Industries,"Agriculture"
3917,"Gambia",GMB,Industries,"Fishing"
3918,"Gambia",GMB,Industries,"Mining and Quarrying"
3919,"Gambia",GMB,Industries,"Food & Beverages"
3920,"Gambia",GMB,Industries,"Textiles and Wearing Apparel"
3921,"Gambia",GMB,Industries,"Wood and Paper"
3922,"Gambia",GMB,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
3923,"Gambia",GMB,Industries,"Metal Products"
3924,"Gambia",GMB,Industries,"Electrical and Machinery"
3925,"Gambia",GMB,Industries,"Transport Equipment"
3926,"Gambia",GMB,Industries,"Other Manufacturing"
3927,"Gambia",GMB,Industries,"Recycling"
3928,"Gambia",GMB,Industries,"Electricity, Gas and Water"
3929,"Gambia",GMB,Industries,"Construction"
3930,"Gambia",GMB,Industries,"Maintenance and Repair"
3931,"Gambia",GMB,Industries,"Wholesale Trade"
3932,"Gambia",GMB,Industries,"Retail Trade"
3933,"Gambia",GMB,Industries,"Hotels and Restraurants"
3934,"Gambia",GMB,Industries,"Transport"
3935,"Gambia",GMB,Industries,"Post and Telecommunications"
3936,"Gambia",GMB,Industries,"Finacial Intermediation and Business Activities"
3937,"Gambia",GMB,Industries,"Public Administration"
3938,"Gambia",GMB,Industries,"Education, Health and Other Services"
3939,"Gambia",GMB,Industries,"Private Households"
3940,"Gambia",GMB,Industries,"Others"
3941,"Gambia",GMB,Industries,"Re-export & Re-import"
3942,"Georgia",GEO,Industries,"Growing of cereals and other crops n.e.c"
3943,"Georgia",GEO,Industries,"Growing of fruit, nuts, beverage and spice crops"
3944,"Georgia",GEO,Industries,"Growing of vegetables, horticultural specialities and nursery products"
3945,"Georgia",GEO,Industries,"Farming of animals"
3946,"Georgia",GEO,Industries,"Agricultural service activities"
3947,"Georgia",GEO,Industries,"Forestryand  logging"
3948,"Georgia",GEO,Industries,"Fishing and fish farming"
3949,"Georgia",GEO,Industries,"Mining and quarrying"
3950,"Georgia",GEO,Industries,"Manufacture of grain mill products, starches and starch products; manufacture of prepared animal feeds"
3951,"Georgia",GEO,Industries,"Manufacture of bread; manufacture of fresh pastry goods and cakes; manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes "
3952,"Georgia",GEO,Industries,"Manufacture of other food products n.e.c"
3953,"Georgia",GEO,Industries,"Production of mineral waters and soft drinks"
3954,"Georgia",GEO,Industries,"Manufacture of alcoholic beverages"
3955,"Georgia",GEO,Industries,"Manufacture of tobacco products"
3956,"Georgia",GEO,Industries,"Manufacture of textiles and textile products; manufacture of leather and leather products; manufacture of wood and wood products; manufacture of pulp, paper and paper products; publishing and printing"
3957,"Georgia",GEO,Industries,"Manufacture of coke, refined petroleum products and nuclear fuel; manufacture of chemicals, chemical products and man-made fibres; manufacture of rubber and plastic products; manufacture of other non-metallic mineral products"
3958,"Georgia",GEO,Industries,"Manufacture of basic metals and fabricated metal products"
3959,"Georgia",GEO,Industries,"Manufacture of electrical and optical equipment; manufacture of transport equipment; manufacture of machinery and equipment n.e.c.; manufacturing n.e.c."
3960,"Georgia",GEO,Industries,"Electricity, gas and water supply"
3961,"Georgia",GEO,Industries,"Processing goods in households"
3962,"Georgia",GEO,Industries,"General construction of buildings and civil engineering works"
3963,"Georgia",GEO,Industries,"Construction of motorways, roads, airfields and sport facilities"
3964,"Georgia",GEO,Industries,"Other construction work"
3965,"Georgia",GEO,Industries,"Retail trade, including trade of motor vehicles and motorcycles"
3966,"Georgia",GEO,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
3967,"Georgia",GEO,Industries,"Maintenance and repair  of motor vehicles; repair  of  personal and household goods"
3968,"Georgia",GEO,Industries,"Retail trade of motor fuel"
3969,"Georgia",GEO,Industries,"Hotels; camping sites and other provision of short-stay accommodation"
3970,"Georgia",GEO,Industries,"Restaurants; bars; canteens and catering"
3971,"Georgia",GEO,Industries,"Transport via railways"
3972,"Georgia",GEO,Industries,"Other land transport; sea and coastal water transport"
3973,"Georgia",GEO,Industries,"Transport via pipelines"
3974,"Georgia",GEO,Industries,"Air transport"
3975,"Georgia",GEO,Industries,"Cargo handling and storage"
3976,"Georgia",GEO,Industries,"Other supporting transport activities"
3977,"Georgia",GEO,Industries,"Activities of travel agencies and tour operators; tourist assistance activities n.e.c."
3978,"Georgia",GEO,Industries,"Post and telecommunications"
3979,"Georgia",GEO,Industries,"Financial intermediation"
3980,"Georgia",GEO,Industries,"Real estate, renting and business activities"
3981,"Georgia",GEO,Industries,"Public administration and defence; compulsory social security"
3982,"Georgia",GEO,Industries,"Education"
3983,"Georgia",GEO,Industries,"Health and social work"
3984,"Georgia",GEO,Industries,"Other community, social and personal service activities"
3985,"Georgia",GEO,Industries,"Imputed rent of own occupied dwellings"
3986,"Georgia",GEO,Industries,"Activities of households as employers of domestic staff"
3987,"Georgia",GEO,Industries,"FISIM"
3988,"Georgia",GEO,Industries,"Reexport/reimport"
3989,"Georgia",GEO,Commodities,"Cereals and other crops n.e.c."
3990,"Georgia",GEO,Commodities,"Fruit, nuts, beverage and spice crops"
3991,"Georgia",GEO,Commodities,"Vegetables, horticultural specialities and nursery"
3992,"Georgia",GEO,Commodities,"Live animals and animal products"
3993,"Georgia",GEO,Commodities,"Agricultural services"
3994,"Georgia",GEO,Commodities,"Products of forestry, logging and related services"
3995,"Georgia",GEO,Commodities,"Fish and other fishing products; services incidental to fishing"
3996,"Georgia",GEO,Commodities,"Coal and lignite; peat"
3997,"Georgia",GEO,Commodities,"Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying"
3998,"Georgia",GEO,Commodities,"Uranium and thorium ores; metal ores"
3999,"Georgia",GEO,Commodities,"Other mining and quarrying products"
4000,"Georgia",GEO,Commodities,"Grain mill products, starches and starch products; prepared animal feeds"
4001,"Georgia",GEO,Commodities,"Bread, fresh pastry goods and cakes; rusks and biscuits; preserved pastry goods and cakes"
4002,"Georgia",GEO,Commodities,"Meat and meat products; processed and preserved fish and fish products"
4003,"Georgia",GEO,Commodities,"Animal and vegetable oils and fats"
4004,"Georgia",GEO,Commodities,"Dairy products and ice cream"
4005,"Georgia",GEO,Commodities,"Other food products"
4006,"Georgia",GEO,Commodities,"Mineral waters and soft drinks"
4007,"Georgia",GEO,Commodities,"Alcoholic beverages"
4008,"Georgia",GEO,Commodities,"Tobacco products"
4009,"Georgia",GEO,Commodities,"Textiles and wearing apparel; furs "
4010,"Georgia",GEO,Commodities,"Leather and leather products"
4011,"Georgia",GEO,Commodities,"Wood and products of wood and cork (except furniture); articles of straw and plaiting materials"
4012,"Georgia",GEO,Commodities,"Pulp, paper and paper products"
4013,"Georgia",GEO,Commodities,"Coke, refined petroleum products and nuclear fuels; industrial gases"
4014,"Georgia",GEO,Commodities,"Chemicals, chemical products and man-made fibres"
4015,"Georgia",GEO,Commodities,"Rubber and plastic products"
4016,"Georgia",GEO,Commodities,"Other non-metallic mineral products"
4017,"Georgia",GEO,Commodities,"Basic metals and fabricated metal products"
4018,"Georgia",GEO,Commodities,"Office machinery and computers; machinery, equipment  and apparatus n.e.c."
4019,"Georgia",GEO,Commodities,"Radio, television and communication equipment and apparatus; medical, precision and optical instruments, watches and clocks"
4020,"Georgia",GEO,Commodities,"Transport equipment"
4021,"Georgia",GEO,Commodities,"Furniture; other manufactured goods n.e.c."
4022,"Georgia",GEO,Commodities,"Production and distribution services of electricity"
4023,"Georgia",GEO,Commodities,"Manufactured gas and distribution services of gaseous"
4024,"Georgia",GEO,Commodities,"Steam and hot water supply services"
4025,"Georgia",GEO,Commodities,"Collected and purified water; distribution services of water"
4026,"Georgia",GEO,Commodities,"General construction work for buildings and civil engineering work"
4027,"Georgia",GEO,Commodities,"General construction work for highways, roads, airfields and sport facilities"
4028,"Georgia",GEO,Commodities,"Other construction work"
4029,"Georgia",GEO,Commodities,"Retail  trade services, including  trade services of motor vehicles and motorcycles"
4030,"Georgia",GEO,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
4031,"Georgia",GEO,Commodities,"Maintenance and repair services of motor vehicles; repair services of  personal and household goods"
4032,"Georgia",GEO,Commodities,"Retail trade services of motor fuel"
4033,"Georgia",GEO,Commodities,"Hotel services; camping sites and other short-stay accommodation"
4034,"Georgia",GEO,Commodities,"Restaurant services and other serving of food and bevarage"
4035,"Georgia",GEO,Commodities,"Railway transportation services"
4036,"Georgia",GEO,Commodities,"Other land transportation services; water transport services"
4037,"Georgia",GEO,Commodities,"Transportation services via pipelines"
4038,"Georgia",GEO,Commodities,"Air transport services"
4039,"Georgia",GEO,Commodities,"Cargo handling and storage services"
4040,"Georgia",GEO,Commodities,"Other transport supporting services"
4041,"Georgia",GEO,Commodities,"Travel agency and tour operator services; tourist assistance services n.e.c."
4042,"Georgia",GEO,Commodities,"Post and courier services"
4043,"Georgia",GEO,Commodities,"Telecommunications services"
4044,"Georgia",GEO,Commodities,"Financial intermediation services"
4045,"Georgia",GEO,Commodities,"Real estate and renting services; computer and related services; research and development services"
4046,"Georgia",GEO,Commodities,"Legal, accounting, book-keeping and auditing services"
4047,"Georgia",GEO,Commodities,"Architectural and  engineering services; technical testing and analysis services; advertising services"
4048,"Georgia",GEO,Commodities,"Investigation and security services"
4049,"Georgia",GEO,Commodities,"Photographic services; Secretarial and translation services"
4050,"Georgia",GEO,Commodities,"Public administration and defence services; compulsory social security services"
4051,"Georgia",GEO,Commodities,"Education services"
4052,"Georgia",GEO,Commodities,"Health and social work services"
4053,"Georgia",GEO,Commodities,"Other community, social and personal services"
4054,"Georgia",GEO,Commodities,"Imputed rent of own occupied dwellings"
4055,"Georgia",GEO,Commodities,"Services of domestic staff employed by households"
4056,"Georgia",GEO,Commodities,"Reexport/reimport"
4057,"Germany",DEU,Commodities,"Agriculture and hunting"
4058,"Germany",DEU,Commodities,"Forestry"
4059,"Germany",DEU,Commodities,"Fishing"
4060,"Germany",DEU,Commodities,"Coal and peat"
4061,"Germany",DEU,Commodities,"Crude oil and natural gas"
4062,"Germany",DEU,Commodities,"Uranium and Thorium ores"
4063,"Germany",DEU,Commodities,"Other metallic ores"
4064,"Germany",DEU,Commodities,"Quarrying of stone and soil"
4065,"Germany",DEU,Commodities,"Food products"
4066,"Germany",DEU,Commodities,"Beverages"
4067,"Germany",DEU,Commodities,"Tobacco products"
4068,"Germany",DEU,Commodities,"Textiles"
4069,"Germany",DEU,Commodities,"Clothing"
4070,"Germany",DEU,Commodities,"Footwear and leather"
4071,"Germany",DEU,Commodities,"Wood and wood products"
4072,"Germany",DEU,Commodities,"Cellulose and paper"
4073,"Germany",DEU,Commodities,"Paper products"
4074,"Germany",DEU,Commodities,"Books and magazines"
4075,"Germany",DEU,Commodities,"Printing and electronic publishing"
4076,"Germany",DEU,Commodities,"Coal, coke and petroleum products, nuclear fuels"
4077,"Germany",DEU,Commodities,"Pharmaceutical products"
4078,"Germany",DEU,Commodities,"Chemical products"
4079,"Germany",DEU,Commodities,"Rubber products"
4080,"Germany",DEU,Commodities,"Plastic products"
4081,"Germany",DEU,Commodities,"Glass and glass products"
4082,"Germany",DEU,Commodities,"Non-metallic mineral products"
4083,"Germany",DEU,Commodities,"Basic ferrous metals"
4084,"Germany",DEU,Commodities,"Basic non-ferrous metals"
4085,"Germany",DEU,Commodities,"Cast metal"
4086,"Germany",DEU,Commodities,"Fabricated metal products"
4087,"Germany",DEU,Commodities,"Machines"
4088,"Germany",DEU,Commodities,"Office equipment"
4089,"Germany",DEU,Commodities,"Electricity generating equipment"
4090,"Germany",DEU,Commodities,"Communication and electronic equipment"
4091,"Germany",DEU,Commodities,"Medical, scientific, optical equipment, watches"
4092,"Germany",DEU,Commodities,"Passenger cars and parts"
4093,"Germany",DEU,Commodities,"Other vehicles"
4094,"Germany",DEU,Commodities,"Furniture, jewellery, musical instruments, sporting equipment, toys and other manufacturing"
4095,"Germany",DEU,Commodities,"Recycles scrap"
4096,"Germany",DEU,Commodities,"Electricity and district heat"
4097,"Germany",DEU,Commodities,"Gas supply"
4098,"Germany",DEU,Commodities,"Water supply"
4099,"Germany",DEU,Commodities,"Basic construction"
4100,"Germany",DEU,Commodities,"Installations and other construction"
4101,"Germany",DEU,Commodities,"Passenger car trade and repairs, service stations"
4102,"Germany",DEU,Commodities,"Wholesale trade"
4103,"Germany",DEU,Commodities,"Retail trade and repairs"
4104,"Germany",DEU,Commodities,"Accommodation and restaurants"
4105,"Germany",DEU,Commodities,"Rail transport"
4106,"Germany",DEU,Commodities,"Road and pipeline transport"
4107,"Germany",DEU,Commodities,"Shipping"
4108,"Germany",DEU,Commodities,"Air transport"
4109,"Germany",DEU,Commodities,"Services to transport"
4110,"Germany",DEU,Commodities,"Communication and postal services"
4111,"Germany",DEU,Commodities,"Banking"
4112,"Germany",DEU,Commodities,"Insurance"
4113,"Germany",DEU,Commodities,"Services to insurance"
4114,"Germany",DEU,Commodities,"Ownership of land and dwellings, property servcies"
4115,"Germany",DEU,Commodities,"Mobile equipment hire"
4116,"Germany",DEU,Commodities,"Data processing services"
4117,"Germany",DEU,Commodities,"Research and development services"
4118,"Germany",DEU,Commodities,"Business services"
4119,"Germany",DEU,Commodities,"Public administration and defence"
4120,"Germany",DEU,Commodities,"Social insurance services"
4121,"Germany",DEU,Commodities,"Education"
4122,"Germany",DEU,Commodities,"Health and veterinary services"
4123,"Germany",DEU,Commodities,"Waste disposal and sewerage services"
4124,"Germany",DEU,Commodities,"Interest groups"
4125,"Germany",DEU,Commodities,"Sports and entertainment"
4126,"Germany",DEU,Commodities,"Other services"
4127,"Germany",DEU,Commodities,"Services for private households"
4128,"Germany",DEU,Commodities,"Reexport"
4129,"Ghana",GHA,Industries,"Agriculture"
4130,"Ghana",GHA,Industries,"Fishing"
4131,"Ghana",GHA,Industries,"Mining and Quarrying"
4132,"Ghana",GHA,Industries,"Food & Beverages"
4133,"Ghana",GHA,Industries,"Textiles and Wearing Apparel"
4134,"Ghana",GHA,Industries,"Wood and Paper"
4135,"Ghana",GHA,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4136,"Ghana",GHA,Industries,"Metal Products"
4137,"Ghana",GHA,Industries,"Electrical and Machinery"
4138,"Ghana",GHA,Industries,"Transport Equipment"
4139,"Ghana",GHA,Industries,"Other Manufacturing"
4140,"Ghana",GHA,Industries,"Recycling"
4141,"Ghana",GHA,Industries,"Electricity, Gas and Water"
4142,"Ghana",GHA,Industries,"Construction"
4143,"Ghana",GHA,Industries,"Maintenance and Repair"
4144,"Ghana",GHA,Industries,"Wholesale Trade"
4145,"Ghana",GHA,Industries,"Retail Trade"
4146,"Ghana",GHA,Industries,"Hotels and Restraurants"
4147,"Ghana",GHA,Industries,"Transport"
4148,"Ghana",GHA,Industries,"Post and Telecommunications"
4149,"Ghana",GHA,Industries,"Finacial Intermediation and Business Activities"
4150,"Ghana",GHA,Industries,"Public Administration"
4151,"Ghana",GHA,Industries,"Education, Health and Other Services"
4152,"Ghana",GHA,Industries,"Private Households"
4153,"Ghana",GHA,Industries,"Others"
4154,"Ghana",GHA,Industries,"Re-export & Re-import"
4155,"Greece",GRC,Industries,"Agriculture, hunting and related service activities"
4156,"Greece",GRC,Industries,"Forestry, logging and related service activities"
4157,"Greece",GRC,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
4158,"Greece",GRC,Industries,"Mining of coal and lignite; extraction of peat"
4159,"Greece",GRC,Industries,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying"
4160,"Greece",GRC,Industries,"Mining of uranium and thorium ores"
4161,"Greece",GRC,Industries,"Mining of metal ores"
4162,"Greece",GRC,Industries,"Other mining and quarrying"
4163,"Greece",GRC,Industries,"Manufacture of food products and beverages"
4164,"Greece",GRC,Industries,"Manufacture of tobacco products"
4165,"Greece",GRC,Industries,"Manufacture of textiles"
4166,"Greece",GRC,Industries,"Manufacture of wearing apparel; dressing and dyeing of fur"
4167,"Greece",GRC,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
4168,"Greece",GRC,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
4169,"Greece",GRC,Industries,"Manufacture of pulp, paper and paper products"
4170,"Greece",GRC,Industries,"Publishing, printing and reproduction of recorded media"
4171,"Greece",GRC,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
4172,"Greece",GRC,Industries,"Manufacture of chemicals and chemical products"
4173,"Greece",GRC,Industries,"Manufacture of rubber and plastic products"
4174,"Greece",GRC,Industries,"Manufacture of other non-metallic mineral products"
4175,"Greece",GRC,Industries,"Manufacture of basic metals"
4176,"Greece",GRC,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
4177,"Greece",GRC,Industries,"Manufacture of machinery and equipment n.e.c."
4178,"Greece",GRC,Industries,"Manufacture of office machinery and computers"
4179,"Greece",GRC,Industries,"Manufacture of electrical machinery and apparatus n.e.c."
4180,"Greece",GRC,Industries,"Manufacture of radio, television and communication equipment and apparatus"
4181,"Greece",GRC,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
4182,"Greece",GRC,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
4183,"Greece",GRC,Industries,"Manufacture of other transport equipment"
4184,"Greece",GRC,Industries,"Manufacture of furniture; manufacturing n.e.c."
4185,"Greece",GRC,Industries,"Recycling"
4186,"Greece",GRC,Industries,"Electricity, gas, steam and hot water supply"
4187,"Greece",GRC,Industries,"Collection, purification and distribution of water"
4188,"Greece",GRC,Industries,"Construction"
4189,"Greece",GRC,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
4190,"Greece",GRC,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
4191,"Greece",GRC,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
4192,"Greece",GRC,Industries,"Hotels and restaurants"
4193,"Greece",GRC,Industries,"Land transport; transport via pipelines"
4194,"Greece",GRC,Industries,"Water transport"
4195,"Greece",GRC,Industries,"Air transport"
4196,"Greece",GRC,Industries,"Supporting and auxiliary transport activities; activities of travel agencies"
4197,"Greece",GRC,Industries,"Post and telecommunications"
4198,"Greece",GRC,Industries,"Financial intermediation, except insurance and pension funding"
4199,"Greece",GRC,Industries,"Insurance and pension funding, except compulsory social security"
4200,"Greece",GRC,Industries,"Activities auxiliary to financial intermediation"
4201,"Greece",GRC,Industries,"Real estate activities"
4202,"Greece",GRC,Industries,"Renting of machinery and equipment without operator and of personal and household goods"
4203,"Greece",GRC,Industries,"Computer and related activities"
4204,"Greece",GRC,Industries,"Research and development"
4205,"Greece",GRC,Industries,"Other business activities"
4206,"Greece",GRC,Industries,"Public administration and defence; compulsory social security"
4207,"Greece",GRC,Industries,"Education"
4208,"Greece",GRC,Industries,"Health and social work"
4209,"Greece",GRC,Industries,"Sewage and refuse disposal, sanitation and similar activities"
4210,"Greece",GRC,Industries,"Activities of membership organisation n.e.c."
4211,"Greece",GRC,Industries,"Recreational, cultural and sporting activities"
4212,"Greece",GRC,Industries,"Other service activities"
4213,"Greece",GRC,Industries,"Private households with employed persons"
4214,"Greece",GRC,Industries,"FISIM"
4215,"Greece",GRC,Industries,"Re-export"
4216,"Greece",GRC,Commodities,"Products of agriculture, hunting and related services"
4217,"Greece",GRC,Commodities,"Products of forestry, logging and related services"
4218,"Greece",GRC,Commodities,"Fish and other fishing products; services incidental of fishing"
4219,"Greece",GRC,Commodities,"Coal and lignite; peat"
4220,"Greece",GRC,Commodities,"Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying"
4221,"Greece",GRC,Commodities,"Uranium and thorium ores"
4222,"Greece",GRC,Commodities,"Metal ores"
4223,"Greece",GRC,Commodities,"Other mining and quarrying products"
4224,"Greece",GRC,Commodities,"Food products and beverages"
4225,"Greece",GRC,Commodities,"Tobacco products"
4226,"Greece",GRC,Commodities,"Textiles"
4227,"Greece",GRC,Commodities,"Wearing apparel; furs"
4228,"Greece",GRC,Commodities,"Leather and leather products"
4229,"Greece",GRC,Commodities,"Wood and products of wood and cork (except furniture); articles of straw and plaiting materials"
4230,"Greece",GRC,Commodities,"Pulp, paper and paper products"
4231,"Greece",GRC,Commodities,"Printed matter and recorded media"
4232,"Greece",GRC,Commodities,"Coke, refined petroleum products and nuclear fuels"
4233,"Greece",GRC,Commodities,"Chemicals, chemical products and man-made fibres"
4234,"Greece",GRC,Commodities,"Rubber and plastic products"
4235,"Greece",GRC,Commodities,"Other non-metallic mineral products"
4236,"Greece",GRC,Commodities,"Basic metals"
4237,"Greece",GRC,Commodities,"Fabricated metal products, except machinery and equipment"
4238,"Greece",GRC,Commodities,"Machinery and equipment n.e.c."
4239,"Greece",GRC,Commodities,"Office machinery and computers"
4240,"Greece",GRC,Commodities,"Electrical machinery and apparatus n.e.c."
4241,"Greece",GRC,Commodities,"Radio, television and communication equipment and apparatus"
4242,"Greece",GRC,Commodities,"Medical, precision and optical instruments, watches and clocks"
4243,"Greece",GRC,Commodities,"Motor vehicles, trailers and semi-trailers"
4244,"Greece",GRC,Commodities,"Other transport equipment"
4245,"Greece",GRC,Commodities,"Furniture; other manufactured goods n.e.c."
4246,"Greece",GRC,Commodities,"Secondary raw materials"
4247,"Greece",GRC,Commodities,"Electrical energy, gas, steam and hot water"
4248,"Greece",GRC,Commodities,"Collected and purified water, distribution services of water"
4249,"Greece",GRC,Commodities,"Construction work"
4250,"Greece",GRC,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
4251,"Greece",GRC,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
4252,"Greece",GRC,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
4253,"Greece",GRC,Commodities,"Hotel and restaurant services"
4254,"Greece",GRC,Commodities,"Land transport; transport via pipeline services"
4255,"Greece",GRC,Commodities,"Water transport services"
4256,"Greece",GRC,Commodities,"Air transport services"
4257,"Greece",GRC,Commodities,"Supporting and auxiliary transport services; travel agency services"
4258,"Greece",GRC,Commodities,"Post and telecommunication services"
4259,"Greece",GRC,Commodities,"Financial intermediation services, except insurance and pension funding services"
4260,"Greece",GRC,Commodities,"Insurance and pension funding services, except compulsory social security services"
4261,"Greece",GRC,Commodities,"Services auxiliary to financial intermediation"
4262,"Greece",GRC,Commodities,"Real estate services"
4263,"Greece",GRC,Commodities,"Renting services of machinery and equipment without operator and of personal and household goods"
4264,"Greece",GRC,Commodities,"Computer and related services"
4265,"Greece",GRC,Commodities,"Research and development services"
4266,"Greece",GRC,Commodities,"Other business services"
